Rank,Gene
1690,HCLS1
1691,TOR1AIP1
1692,RAB5C
1693,CYFIP2
1694,CHEK1
1695,ZFAND6
1696,CNTRL
1697,THAP11
1698,ACO2
1699,TXNDC17
1700,RAB35
1701,PRRC2C
1702,SRSF6
1703,AAMP
1704,HDLBP
1705,PPP4R3B
1706,SNRNP35
1707,SIVA1
1708,PDCD10
1709,SIRT7
1710,EEF1A1
1711,UTP4
1712,DERL1
1713,NAP1L5
1714,PTK2B
1715,ACTN4
1716,WDR83OS
1717,LAMTOR3
1718,CD151
1719,REEP5
1720,DIABLO-1
1721,ASNA1
1722,CCAR1
1723,CPNE1
1724,LNPK
1725,AC073332.1
1726,RNH1
1727,MTPN
1728,POLR3GL
1729,TRIM38
1730,ARL5A
1731,WDR70
1732,CLPTM1
1733,RRP15
1734,KCTD10
1735,SPCS3
1736,RAB11B
1737,TMEM35B
1738,SGF29
1739,CBWD2
1740,TUSC2
1741,PNISR
1742,DGUOK
1743,DR1
1744,DHRS1
1745,HSBP1
1746,LRR1
1747,ZNF106
1748,TVP23B
1749,ZPR1
1750,PSMG3
1751,TXNDC15
1752,JARID2
1753,GAR1
1754,CAMTA1
1755,NDUFA5
1756,PHTF2
1757,TEX30
1758,TBRG1
1759,ATP6V0D1
1760,CDC42SE2
1761,SLC39A8
1762,RAB1A
1763,TOM1
1764,YWHAE
1765,ZCCHC9
1766,MINOS1
1767,GTF3C6
1768,BRK1
1769,DGAT1
1770,LYPLA1
1771,RCC2
1772,NDUFB7
1773,FGD3
1774,ACAT1
1775,NAP1L4
1776,CTPS1
1777,ERH
1778,PARP8
1779,SUCO
1780,SELENOF
1781,FIBP
1782,SMIM10L1
1783,TROVE2
1784,CBX3
1785,NFATC2
1786,UBE2V1
1787,TNFRSF1A
1788,MIER1
1789,FAM208A
1790,FAM210A
1791,DCAF11
1792,OSBPL9
1793,RWDD1
1794,PTPN2
1795,WAS
1796,TSC22D2
1797,METAP2
1798,UBE2L6
1799,CYTH1
1800,CAMK2D
1801,MRTO4
1802,RAP1B
1803,ZNF10
1804,NHP2
1805,SPNS3
1806,C5orf15
1807,PSMG1
1808,USP15
1809,SIRT6
1810,SNRNP48
1811,RCE1
1812,NRIP1
1813,TMED4
1814,C16orf72
1815,LIN7C
1816,SRP9
1817,UTP23
1818,NBDY
1819,EMC6
1820,YY1AP1
1821,MRPL51
1822,CTR9
1823,PPP6R3
1824,RANBP1
1825,TSNAX
1826,JKAMP
1827,ZFR
1828,MYO1G
1829,BSDC1
1830,RBCK1
1831,DCAF8
1832,RNF139
1833,CD47
1834,TNRC6C
1835,ZC3H15
1836,RSU1
1837,LUZP1
1838,RBM34
1839,MICU2
1840,SPATA5
1841,ADAM8
1842,UBAC1
1843,ABTB1
1844,PSMA4
1845,GOPC
1846,NELFA
1847,ABAT
1848,ELOF1
1849,HNRNPC
1850,RER1
1851,GSE1
1852,TUT7
1853,NDUFA11
1854,STUB1
1855,ETNK1
1856,CBX5
1857,ANKRD44
1858,ADPGK
1859,MAGOH
1860,ARL6IP5
1861,SF3B4
1862,UBE2W
1863,ARHGAP45
1864,TAOK3
1865,PNN
1866,TTC39C-AS1
1867,MAGT1
1868,ZCCHC10
1869,PTPN11
1870,POLR2B
1871,ITSN2
1872,TMEM70
1873,ATRAID
1874,STK25
1875,ARL6IP4
1876,BTG3
1877,HIGD1A
1878,STIM1
1879,COX7B
1880,POLR2C
1881,ARF3
1882,TMEM189
1883,UBE2O
1884,ETS2
1885,HP1BP3
1886,CAMLG
1887,ENY2
1888,UBASH3B
1889,TECR
1890,CXXC1
1891,RAP2C
1892,DPAGT1
1893,GIT2
1894,MRPL55
1895,TPD52
1896,RRP8
1897,AK2
1898,EIF4G3
1899,EIF3L
1900,RHEB
1901,POLR2M
1902,MAN2A1
1903,ARHGEF3
1904,TMX1
1905,RNF168
1906,MYDGF
1907,ADA2
1908,RETREG1
1909,ETHE1
1910,MRPL45
1911,STIP1
1912,TNIP1
1913,MED7
1914,RBM8A
1915,CHD8
1916,ZNF831
1917,THRAP3
1918,TAF7
1919,GRB2
1920,ARL14EP
1921,ZFAND3
1922,ST3GAL5
1923,REXO2
1924,HSD17B11
1925,MAP3K2
1926,BTF3L4
1927,ANKRD28
1928,VAMP8
1929,COG6
1930,KDM5C
1931,NDFIP1
1932,DDX39A
1933,FAM120A
1934,PPID
1935,LPP
1936,GGNBP2
1937,DHX36
1938,METTL26
1939,ATP5IF1
1940,MPLKIP
1941,ACTB
1942,RAB28
1943,USP24
1944,AREL1
1945,G3BP1
1946,PUM2
1947,AKR1B1
1948,UBE2B
1949,IFI35
1950,MOSPD3
1951,PPP2R5C
1952,DNPH1
1953,PSMA3
1954,DSE
1955,ATP5MC3
1956,XRRA1
1957,SAP30BP
1958,IL6ST
1959,ARHGEF6
1960,PMEPA1
1961,ARL2BP
1962,PFDN4
1963,PPP1R10
1964,PPA1
1965,MRPL33
1966,CTDNEP1
1967,ISCA1
1968,PDHA1
1969,OTUD6B
1970,NEDD8
1971,CDC37
1972,SF3B5
1973,HDAC10
1974,NRBP1
1975,MOB1A
1976,SRPRA
1977,NFKB2
1978,MXD4
1979,PRPS1
1980,POLDIP3
1981,DDOST
1982,ARL8A
1983,UBE2Z
1984,POLR2D
1985,PPP1R9B
1986,PSMG2
1987,PTAR1
1988,SSBP4
1989,NR2C2AP
1990,SP140L
1991,SNX14
1992,BECN1
1993,SSB
1994,SARNP
1995,BTD
1996,CBFB
1997,GNL2
1998,TCIRG1
1999,EXOSC7
2000,PPP2R2D
