"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,4.32394576909626,0.512,0.034,0,"5","B3GNT7"
0,3.69880479636323,0.333,0.036,0,"5","LZTFL1"
0,3.37504649779578,0.349,0.045,0,"5","KRT86"
0,3.12306299956864,0.533,0.082,0,"5","LAT2"
0,3.09469927033511,0.53,0.062,0,"5","SH2D1B"
0,3.0388548864633,0.365,0.05,0,"5","TOX2"
0,2.98269393444745,0.465,0.063,0,"5","KLRC1"
0,2.91764350806358,0.278,0.038,0,"5","NCAM1"
0,3.39211307778335,0.305,0.038,0,"6","CD40LG"
1.07221734546876e-310,1.87136300413215,0.84,0.382,2.62178585314021e-306,"6","LTB"
1.2418523807915e-281,1.53764796181922,0.784,0.299,3.03657744151138e-277,"6","IL7R"
1.02160435005926e-246,1.75412457376877,0.685,0.276,2.49802695676491e-242,"6","TXNIP"
9.15753078219591e-180,1.2550092194862,0.908,0.631,2.23919942686254e-175,"6","CD52"
7.78228507020337e-178,1.03079698715486,0.952,0.772,1.90292434536613e-173,"6","S100A4"
3.19989151835965e-123,1.34698857731839,0.619,0.346,7.82437474069302e-119,"6","GIMAP7"
7.76935849737478e-115,2.17638629748926,0.471,0.215,1.89976353977808e-110,"6","HSPA1B"
9.38621229144621e-113,0.643289227608576,0.994,0.968,2.29511662950443e-108,"6","TMSB10"
2.46840323454485e-107,1.46123748798127,0.376,0.149,6.03573958910908e-103,"6","AQP3"
0,1.48717311087418,0.993,0.885,0,"7","PTPRC"
1.40291770595806e-295,1.89689171205178,0.83,0.409,3.43041437460866e-291,"7","CEMIP2"
2.55782497831889e-259,2.14506007813305,0.731,0.333,6.25439363698535e-255,"7","RNF19A"
4.29914857071586e-240,3.13887375102919,0.284,0.047,1.05122780851144e-235,"7","VCAM1"
2.77997646378564e-234,1.05950517333808,1,0.999,6.79759844924864e-230,"7","MALAT1"
9.72307686565393e-228,1.81861711947403,0.75,0.374,2.3774867551897e-223,"7","PTPN22"
1.26175713692498e-196,2.63258334299713,0.394,0.107,3.08524855120896e-192,"7","TNFRSF9"
4.43240685703248e-191,2.2374359771678,0.481,0.161,1.08381212468158e-186,"7","DUSP4"
1.34213625515831e-183,1.95970179560099,0.48,0.158,3.28179157111311e-179,"7","PDCD1"
3.33514773189225e-176,2.23429656066852,0.426,0.134,8.15510323402293e-172,"7","GGA2"
2.47680665847086e-108,0.827021838573184,0.953,0.783,6.05628764129295e-104,"8","DUSP2"
1.03405499400282e-101,1.07040235634933,0.739,0.465,2.5284712713357e-97,"8","CD8A"
2.51754624494216e-87,0.663528018369179,0.961,0.778,6.15590407813257e-83,"8","CCL5"
5.94827092682794e-64,1.32394236563517,0.553,0.384,1.45447120702797e-59,"8","RGS1"
1.42657254035134e-50,0.603396835398391,0.867,0.735,3.4882551756671e-46,"8","CREM"
2.7973481011102e-50,0.518505745860966,0.894,0.89,6.84007557683466e-46,"8","SARAF"
6.16533132447445e-50,0.470880246954821,0.976,0.936,1.50754681546049e-45,"8","BTG1"
9.68983711938154e-43,0.465549688712925,0.908,0.75,2.36935897243117e-38,"8","CXCR4"
2.47476410873602e-41,0.52245520439096,0.869,0.828,6.05129319868133e-37,"8","ZFP36L2"
3.47133030253629e-34,0.83447900567108,0.634,0.576,8.48809685576174e-30,"8","TUBA4A"
0,10.6599142408936,0.426,0.001,0,"9","VPREB3"
0,10.0400887947078,0.45,0.001,0,"9","FCER2"
0,9.67298462603744,0.32,0.001,0,"9","LINC02397"
0,9.65907364280325,0.482,0.003,0,"9","FCRLA"
