"Cluster","Program","Program_Genes_Present","Top50_Genes","Overlap_Genes","Overlap_Count","Program_Genes_Count","Overlap_Fraction"
"17","GammaDelta_T","TRDC, TRGC1, TRGC2, CD3D, CD3E","CD1E, IDO1, C1QC, RAB7B, FPR3, C1QB, C1QA, CLIC2, CLEC10A, VSIG4, FCER1A, CYP2S1, SDS, APOC1, CD1C, A2M, AXL, PKIB, FLT3, CPVL, DNASE1L3, ENHO, CST3, IL1R2, MSR1, CSF2RA, C1orf54, IL13RA1, STARD8, RTN1, PXDC1, LGMN, SHTN1, OLR1, KLF4, HLA-DQB2, GPR157, PID1, CD163, LGALS2, SLC8A1, CREB5, ALDH2, CALCRL, CXCL8, PAPSS2, AC090559.1, MS4A6A, LPCAT2, VMO1","",0,5,0
"17","B_Cell","CD19, MS4A1, CD79A, CD74, HLA-DRA, CD22","CD1E, IDO1, C1QC, RAB7B, FPR3, C1QB, C1QA, CLIC2, CLEC10A, VSIG4, FCER1A, CYP2S1, SDS, APOC1, CD1C, A2M, AXL, PKIB, FLT3, CPVL, DNASE1L3, ENHO, CST3, IL1R2, MSR1, CSF2RA, C1orf54, IL13RA1, STARD8, RTN1, PXDC1, LGMN, SHTN1, OLR1, KLF4, HLA-DQB2, GPR157, PID1, CD163, LGALS2, SLC8A1, CREB5, ALDH2, CALCRL, CXCL8, PAPSS2, AC090559.1, MS4A6A, LPCAT2, VMO1","",0,6,0
"17","Plasma_Cell","MZB1, JCHAIN, SDC1, TNFRSF17, DERL3, IGHG1, IGHG3, IGHG4","CD1E, IDO1, C1QC, RAB7B, FPR3, C1QB, C1QA, CLIC2, CLEC10A, VSIG4, FCER1A, CYP2S1, SDS, APOC1, CD1C, A2M, AXL, PKIB, FLT3, CPVL, DNASE1L3, ENHO, CST3, IL1R2, MSR1, CSF2RA, C1orf54, IL13RA1, STARD8, RTN1, PXDC1, LGMN, SHTN1, OLR1, KLF4, HLA-DQB2, GPR157, PID1, CD163, LGALS2, SLC8A1, CREB5, ALDH2, CALCRL, CXCL8, PAPSS2, AC090559.1, MS4A6A, LPCAT2, VMO1","",0,8,0
"17","Monocyte_Myeloid","LYZ, S100A8, S100A9, CTSS, FCN1, CTSD, LGALS3, FCGR3A, CD14, TREM1","CD1E, IDO1, C1QC, RAB7B, FPR3, C1QB, C1QA, CLIC2, CLEC10A, VSIG4, FCER1A, CYP2S1, SDS, APOC1, CD1C, A2M, AXL, PKIB, FLT3, CPVL, DNASE1L3, ENHO, CST3, IL1R2, MSR1, CSF2RA, C1orf54, IL13RA1, STARD8, RTN1, PXDC1, LGMN, SHTN1, OLR1, KLF4, HLA-DQB2, GPR157, PID1, CD163, LGALS2, SLC8A1, CREB5, ALDH2, CALCRL, CXCL8, PAPSS2, AC090559.1, MS4A6A, LPCAT2, VMO1","",0,10,0
"17","Macrophage","LYZ, C1QA, C1QB, C1QC, APOE, TREM2, CD68, MSR1","CD1E, IDO1, C1QC, RAB7B, FPR3, C1QB, C1QA, CLIC2, CLEC10A, VSIG4, FCER1A, CYP2S1, SDS, APOC1, CD1C, A2M, AXL, PKIB, FLT3, CPVL, DNASE1L3, ENHO, CST3, IL1R2, MSR1, CSF2RA, C1orf54, IL13RA1, STARD8, RTN1, PXDC1, LGMN, SHTN1, OLR1, KLF4, HLA-DQB2, GPR157, PID1, CD163, LGALS2, SLC8A1, CREB5, ALDH2, CALCRL, CXCL8, PAPSS2, AC090559.1, MS4A6A, LPCAT2, VMO1","C1QC, C1QB, C1QA, MSR1",4,8,0.5
"17","Dendritic_Cell","FCER1A, CST3, CLEC10A, CD1C, HLA-DRA, FCER1G","CD1E, IDO1, C1QC, RAB7B, FPR3, C1QB, C1QA, CLIC2, CLEC10A, VSIG4, FCER1A, CYP2S1, SDS, APOC1, CD1C, A2M, AXL, PKIB, FLT3, CPVL, DNASE1L3, ENHO, CST3, IL1R2, MSR1, CSF2RA, C1orf54, IL13RA1, STARD8, RTN1, PXDC1, LGMN, SHTN1, OLR1, KLF4, HLA-DQB2, GPR157, PID1, CD163, LGALS2, SLC8A1, CREB5, ALDH2, CALCRL, CXCL8, PAPSS2, AC090559.1, MS4A6A, LPCAT2, VMO1","CLEC10A, FCER1A, CD1C, CST3",4,6,0.666666666666667
"17","pDC","CLEC4C, IRF7, TCF4, LILRA4, PTCRA","CD1E, IDO1, C1QC, RAB7B, FPR3, C1QB, C1QA, CLIC2, CLEC10A, VSIG4, FCER1A, CYP2S1, SDS, APOC1, CD1C, A2M, AXL, PKIB, FLT3, CPVL, DNASE1L3, ENHO, CST3, IL1R2, MSR1, CSF2RA, C1orf54, IL13RA1, STARD8, RTN1, PXDC1, LGMN, SHTN1, OLR1, KLF4, HLA-DQB2, GPR157, PID1, CD163, LGALS2, SLC8A1, CREB5, ALDH2, CALCRL, CXCL8, PAPSS2, AC090559.1, MS4A6A, LPCAT2, VMO1","",0,5,0
"18","T_Cell","CD3D, CD3E, CD3G, TRBC1, TRBC2","DPEP1, SDC1, IGHG2, IGHA2, JCHAIN, BHLHA15, IGHA1, IGHG1, IGKC, IGHG4, TNFRSF17, IGHG3, IGLV3-1, DERL3, DNAAF1, MZB1, IGKV3OR2-268, IGF1, IGLL5, AL133467.1, LINC02576, TXNDC5, AC104699.1, BHLHE41, AC012236.1, LINC02362, PYCR1, JSRP1, AC106897.1, FCRL5, PKHD1L1, GAB1, AC007569.1, PARM1, GAS6, POU2AF1, B9D1, DENND5B, TRIB1, COBLL1, ABCB9, PDIA5, CAV1, TNFRSF13B, CPNE5, BLNK, COL9A3, PIP5K1B, CLIC4, PNOC","",0,5,0
"18","CD8_T","CD8A, CD8B, CD3D, CD3E, TRBC1, TRBC2","DPEP1, SDC1, IGHG2, IGHA2, JCHAIN, BHLHA15, IGHA1, IGHG1, IGKC, IGHG4, TNFRSF17, IGHG3, IGLV3-1, DERL3, DNAAF1, MZB1, IGKV3OR2-268, IGF1, IGLL5, AL133467.1, LINC02576, TXNDC5, AC104699.1, BHLHE41, AC012236.1, LINC02362, PYCR1, JSRP1, AC106897.1, FCRL5, PKHD1L1, GAB1, AC007569.1, PARM1, GAS6, POU2AF1, B9D1, DENND5B, TRIB1, COBLL1, ABCB9, PDIA5, CAV1, TNFRSF13B, CPNE5, BLNK, COL9A3, PIP5K1B, CLIC4, PNOC","",0,6,0
"18","CD4_T","CD4, IL7R, LTB, CCR7, SELL","DPEP1, SDC1, IGHG2, IGHA2, JCHAIN, BHLHA15, IGHA1, IGHG1, IGKC, IGHG4, TNFRSF17, IGHG3, IGLV3-1, DERL3, DNAAF1, MZB1, IGKV3OR2-268, IGF1, IGLL5, AL133467.1, LINC02576, TXNDC5, AC104699.1, BHLHE41, AC012236.1, LINC02362, PYCR1, JSRP1, AC106897.1, FCRL5, PKHD1L1, GAB1, AC007569.1, PARM1, GAS6, POU2AF1, B9D1, DENND5B, TRIB1, COBLL1, ABCB9, PDIA5, CAV1, TNFRSF13B, CPNE5, BLNK, COL9A3, PIP5K1B, CLIC4, PNOC","",0,5,0
"18","Treg","FOXP3, IL7R, CTLA4, IL2RA, TNFRSF18, TNFRSF4, CCR8","DPEP1, SDC1, IGHG2, IGHA2, JCHAIN, BHLHA15, IGHA1, IGHG1, IGKC, IGHG4, TNFRSF17, IGHG3, IGLV3-1, DERL3, DNAAF1, MZB1, IGKV3OR2-268, IGF1, IGLL5, AL133467.1, LINC02576, TXNDC5, AC104699.1, BHLHE41, AC012236.1, LINC02362, PYCR1, JSRP1, AC106897.1, FCRL5, PKHD1L1, GAB1, AC007569.1, PARM1, GAS6, POU2AF1, B9D1, DENND5B, TRIB1, COBLL1, ABCB9, PDIA5, CAV1, TNFRSF13B, CPNE5, BLNK, COL9A3, PIP5K1B, CLIC4, PNOC","",0,7,0
"18","NK","NKG7, GNLY, FCGR3A, KLRD1, XCL1, XCL2","DPEP1, SDC1, IGHG2, IGHA2, JCHAIN, BHLHA15, IGHA1, IGHG1, IGKC, IGHG4, TNFRSF17, IGHG3, IGLV3-1, DERL3, DNAAF1, MZB1, IGKV3OR2-268, IGF1, IGLL5, AL133467.1, LINC02576, TXNDC5, AC104699.1, BHLHE41, AC012236.1, LINC02362, PYCR1, JSRP1, AC106897.1, FCRL5, PKHD1L1, GAB1, AC007569.1, PARM1, GAS6, POU2AF1, B9D1, DENND5B, TRIB1, COBLL1, ABCB9, PDIA5, CAV1, TNFRSF13B, CPNE5, BLNK, COL9A3, PIP5K1B, CLIC4, PNOC","",0,6,0
"18","MAIT","TRAV1-2, SLC4A10, KLRB1, IL23R, CCL20, DPP4","DPEP1, SDC1, IGHG2, IGHA2, JCHAIN, BHLHA15, IGHA1, IGHG1, IGKC, IGHG4, TNFRSF17, IGHG3, IGLV3-1, DERL3, DNAAF1, MZB1, IGKV3OR2-268, IGF1, IGLL5, AL133467.1, LINC02576, TXNDC5, AC104699.1, BHLHE41, AC012236.1, LINC02362, PYCR1, JSRP1, AC106897.1, FCRL5, PKHD1L1, GAB1, AC007569.1, PARM1, GAS6, POU2AF1, B9D1, DENND5B, TRIB1, COBLL1, ABCB9, PDIA5, CAV1, TNFRSF13B, CPNE5, BLNK, COL9A3, PIP5K1B, CLIC4, PNOC","",0,6,0
"18","GammaDelta_T","TRDC, TRGC1, TRGC2, CD3D, CD3E","DPEP1, SDC1, IGHG2, IGHA2, JCHAIN, BHLHA15, IGHA1, IGHG1, IGKC, IGHG4, TNFRSF17, IGHG3, IGLV3-1, DERL3, DNAAF1, MZB1, IGKV3OR2-268, IGF1, IGLL5, AL133467.1, LINC02576, TXNDC5, AC104699.1, BHLHE41, AC012236.1, LINC02362, PYCR1, JSRP1, AC106897.1, FCRL5, PKHD1L1, GAB1, AC007569.1, PARM1, GAS6, POU2AF1, B9D1, DENND5B, TRIB1, COBLL1, ABCB9, PDIA5, CAV1, TNFRSF13B, CPNE5, BLNK, COL9A3, PIP5K1B, CLIC4, PNOC","",0,5,0
"18","B_Cell","CD19, MS4A1, CD79A, CD74, HLA-DRA, CD22","DPEP1, SDC1, IGHG2, IGHA2, JCHAIN, BHLHA15, IGHA1, IGHG1, IGKC, IGHG4, TNFRSF17, IGHG3, IGLV3-1, DERL3, DNAAF1, MZB1, IGKV3OR2-268, IGF1, IGLL5, AL133467.1, LINC02576, TXNDC5, AC104699.1, BHLHE41, AC012236.1, LINC02362, PYCR1, JSRP1, AC106897.1, FCRL5, PKHD1L1, GAB1, AC007569.1, PARM1, GAS6, POU2AF1, B9D1, DENND5B, TRIB1, COBLL1, ABCB9, PDIA5, CAV1, TNFRSF13B, CPNE5, BLNK, COL9A3, PIP5K1B, CLIC4, PNOC","",0,6,0
"18","Plasma_Cell","MZB1, JCHAIN, SDC1, TNFRSF17, DERL3, IGHG1, IGHG3, IGHG4","DPEP1, SDC1, IGHG2, IGHA2, JCHAIN, BHLHA15, IGHA1, IGHG1, IGKC, IGHG4, TNFRSF17, IGHG3, IGLV3-1, DERL3, DNAAF1, MZB1, IGKV3OR2-268, IGF1, IGLL5, AL133467.1, LINC02576, TXNDC5, AC104699.1, BHLHE41, AC012236.1, LINC02362, PYCR1, JSRP1, AC106897.1, FCRL5, PKHD1L1, GAB1, AC007569.1, PARM1, GAS6, POU2AF1, B9D1, DENND5B, TRIB1, COBLL1, ABCB9, PDIA5, CAV1, TNFRSF13B, CPNE5, BLNK, COL9A3, PIP5K1B, CLIC4, PNOC","SDC1, JCHAIN, IGHG1, IGHG4, TNFRSF17, IGHG3, DERL3, MZB1",8,8,1
"18","Monocyte_Myeloid","LYZ, S100A8, S100A9, CTSS, FCN1, CTSD, LGALS3, FCGR3A, CD14, TREM1","DPEP1, SDC1, IGHG2, IGHA2, JCHAIN, BHLHA15, IGHA1, IGHG1, IGKC, IGHG4, TNFRSF17, IGHG3, IGLV3-1, DERL3, DNAAF1, MZB1, IGKV3OR2-268, IGF1, IGLL5, AL133467.1, LINC02576, TXNDC5, AC104699.1, BHLHE41, AC012236.1, LINC02362, PYCR1, JSRP1, AC106897.1, FCRL5, PKHD1L1, GAB1, AC007569.1, PARM1, GAS6, POU2AF1, B9D1, DENND5B, TRIB1, COBLL1, ABCB9, PDIA5, CAV1, TNFRSF13B, CPNE5, BLNK, COL9A3, PIP5K1B, CLIC4, PNOC","",0,10,0
"18","Macrophage","LYZ, C1QA, C1QB, C1QC, APOE, TREM2, CD68, MSR1","DPEP1, SDC1, IGHG2, IGHA2, JCHAIN, BHLHA15, IGHA1, IGHG1, IGKC, IGHG4, TNFRSF17, IGHG3, IGLV3-1, DERL3, DNAAF1, MZB1, IGKV3OR2-268, IGF1, IGLL5, AL133467.1, LINC02576, TXNDC5, AC104699.1, BHLHE41, AC012236.1, LINC02362, PYCR1, JSRP1, AC106897.1, FCRL5, PKHD1L1, GAB1, AC007569.1, PARM1, GAS6, POU2AF1, B9D1, DENND5B, TRIB1, COBLL1, ABCB9, PDIA5, CAV1, TNFRSF13B, CPNE5, BLNK, COL9A3, PIP5K1B, CLIC4, PNOC","",0,8,0
"18","Dendritic_Cell","FCER1A, CST3, CLEC10A, CD1C, HLA-DRA, FCER1G","DPEP1, SDC1, IGHG2, IGHA2, JCHAIN, BHLHA15, IGHA1, IGHG1, IGKC, IGHG4, TNFRSF17, IGHG3, IGLV3-1, DERL3, DNAAF1, MZB1, IGKV3OR2-268, IGF1, IGLL5, AL133467.1, LINC02576, TXNDC5, AC104699.1, BHLHE41, AC012236.1, LINC02362, PYCR1, JSRP1, AC106897.1, FCRL5, PKHD1L1, GAB1, AC007569.1, PARM1, GAS6, POU2AF1, B9D1, DENND5B, TRIB1, COBLL1, ABCB9, PDIA5, CAV1, TNFRSF13B, CPNE5, BLNK, COL9A3, PIP5K1B, CLIC4, PNOC","",0,6,0
"18","pDC","CLEC4C, IRF7, TCF4, LILRA4, PTCRA","DPEP1, SDC1, IGHG2, IGHA2, JCHAIN, BHLHA15, IGHA1, IGHG1, IGKC, IGHG4, TNFRSF17, IGHG3, IGLV3-1, DERL3, DNAAF1, MZB1, IGKV3OR2-268, IGF1, IGLL5, AL133467.1, LINC02576, TXNDC5, AC104699.1, BHLHE41, AC012236.1, LINC02362, PYCR1, JSRP1, AC106897.1, FCRL5, PKHD1L1, GAB1, AC007569.1, PARM1, GAS6, POU2AF1, B9D1, DENND5B, TRIB1, COBLL1, ABCB9, PDIA5, CAV1, TNFRSF13B, CPNE5, BLNK, COL9A3, PIP5K1B, CLIC4, PNOC","",0,5,0
"19","T_Cell","CD3D, CD3E, CD3G, TRBC1, TRBC2","LRRC26, CUX2, AC097375.1, SCT, KCNK17, KRT5, PTCRA, LILRA4, CLEC4C, LAMP5, SHD, ASIP, PTPRS, PLVAP, SERPINF1, DRD4, SCN9A, CYYR1, P3H2, AC023590.1, CRYM, SCAMP5, EGLN3, P2RY6, TNFRSF21, SLC32A1, IL3RA, PLD4, SH3BP4, TLR9, TPM2, FAM160A1, MYBL2, RHEX, NRP1, EPHB1, THBD, GPM6B, PACSIN1, GAS6, SOX4, LILRB4, AC119428.2, CPLX1, CALCRL, DNASE1L3, CSF2RB, SNCA, MAP1A, TSPAN13","",0,5,0
"19","CD8_T","CD8A, CD8B, CD3D, CD3E, TRBC1, TRBC2","LRRC26, CUX2, AC097375.1, SCT, KCNK17, KRT5, PTCRA, LILRA4, CLEC4C, LAMP5, SHD, ASIP, PTPRS, PLVAP, SERPINF1, DRD4, SCN9A, CYYR1, P3H2, AC023590.1, CRYM, SCAMP5, EGLN3, P2RY6, TNFRSF21, SLC32A1, IL3RA, PLD4, SH3BP4, TLR9, TPM2, FAM160A1, MYBL2, RHEX, NRP1, EPHB1, THBD, GPM6B, PACSIN1, GAS6, SOX4, LILRB4, AC119428.2, CPLX1, CALCRL, DNASE1L3, CSF2RB, SNCA, MAP1A, TSPAN13","",0,6,0
"19","CD4_T","CD4, IL7R, LTB, CCR7, SELL","LRRC26, CUX2, AC097375.1, SCT, KCNK17, KRT5, PTCRA, LILRA4, CLEC4C, LAMP5, SHD, ASIP, PTPRS, PLVAP, SERPINF1, DRD4, SCN9A, CYYR1, P3H2, AC023590.1, CRYM, SCAMP5, EGLN3, P2RY6, TNFRSF21, SLC32A1, IL3RA, PLD4, SH3BP4, TLR9, TPM2, FAM160A1, MYBL2, RHEX, NRP1, EPHB1, THBD, GPM6B, PACSIN1, GAS6, SOX4, LILRB4, AC119428.2, CPLX1, CALCRL, DNASE1L3, CSF2RB, SNCA, MAP1A, TSPAN13","",0,5,0
"19","Treg","FOXP3, IL7R, CTLA4, IL2RA, TNFRSF18, TNFRSF4, CCR8","LRRC26, CUX2, AC097375.1, SCT, KCNK17, KRT5, PTCRA, LILRA4, CLEC4C, LAMP5, SHD, ASIP, PTPRS, PLVAP, SERPINF1, DRD4, SCN9A, CYYR1, P3H2, AC023590.1, CRYM, SCAMP5, EGLN3, P2RY6, TNFRSF21, SLC32A1, IL3RA, PLD4, SH3BP4, TLR9, TPM2, FAM160A1, MYBL2, RHEX, NRP1, EPHB1, THBD, GPM6B, PACSIN1, GAS6, SOX4, LILRB4, AC119428.2, CPLX1, CALCRL, DNASE1L3, CSF2RB, SNCA, MAP1A, TSPAN13","",0,7,0
"19","NK","NKG7, GNLY, FCGR3A, KLRD1, XCL1, XCL2","LRRC26, CUX2, AC097375.1, SCT, KCNK17, KRT5, PTCRA, LILRA4, CLEC4C, LAMP5, SHD, ASIP, PTPRS, PLVAP, SERPINF1, DRD4, SCN9A, CYYR1, P3H2, AC023590.1, CRYM, SCAMP5, EGLN3, P2RY6, TNFRSF21, SLC32A1, IL3RA, PLD4, SH3BP4, TLR9, TPM2, FAM160A1, MYBL2, RHEX, NRP1, EPHB1, THBD, GPM6B, PACSIN1, GAS6, SOX4, LILRB4, AC119428.2, CPLX1, CALCRL, DNASE1L3, CSF2RB, SNCA, MAP1A, TSPAN13","",0,6,0
"19","MAIT","TRAV1-2, SLC4A10, KLRB1, IL23R, CCL20, DPP4","LRRC26, CUX2, AC097375.1, SCT, KCNK17, KRT5, PTCRA, LILRA4, CLEC4C, LAMP5, SHD, ASIP, PTPRS, PLVAP, SERPINF1, DRD4, SCN9A, CYYR1, P3H2, AC023590.1, CRYM, SCAMP5, EGLN3, P2RY6, TNFRSF21, SLC32A1, IL3RA, PLD4, SH3BP4, TLR9, TPM2, FAM160A1, MYBL2, RHEX, NRP1, EPHB1, THBD, GPM6B, PACSIN1, GAS6, SOX4, LILRB4, AC119428.2, CPLX1, CALCRL, DNASE1L3, CSF2RB, SNCA, MAP1A, TSPAN13","",0,6,0
"19","GammaDelta_T","TRDC, TRGC1, TRGC2, CD3D, CD3E","LRRC26, CUX2, AC097375.1, SCT, KCNK17, KRT5, PTCRA, LILRA4, CLEC4C, LAMP5, SHD, ASIP, PTPRS, PLVAP, SERPINF1, DRD4, SCN9A, CYYR1, P3H2, AC023590.1, CRYM, SCAMP5, EGLN3, P2RY6, TNFRSF21, SLC32A1, IL3RA, PLD4, SH3BP4, TLR9, TPM2, FAM160A1, MYBL2, RHEX, NRP1, EPHB1, THBD, GPM6B, PACSIN1, GAS6, SOX4, LILRB4, AC119428.2, CPLX1, CALCRL, DNASE1L3, CSF2RB, SNCA, MAP1A, TSPAN13","",0,5,0
"19","B_Cell","CD19, MS4A1, CD79A, CD74, HLA-DRA, CD22","LRRC26, CUX2, AC097375.1, SCT, KCNK17, KRT5, PTCRA, LILRA4, CLEC4C, LAMP5, SHD, ASIP, PTPRS, PLVAP, SERPINF1, DRD4, SCN9A, CYYR1, P3H2, AC023590.1, CRYM, SCAMP5, EGLN3, P2RY6, TNFRSF21, SLC32A1, IL3RA, PLD4, SH3BP4, TLR9, TPM2, FAM160A1, MYBL2, RHEX, NRP1, EPHB1, THBD, GPM6B, PACSIN1, GAS6, SOX4, LILRB4, AC119428.2, CPLX1, CALCRL, DNASE1L3, CSF2RB, SNCA, MAP1A, TSPAN13","",0,6,0
"19","Plasma_Cell","MZB1, JCHAIN, SDC1, TNFRSF17, DERL3, IGHG1, IGHG3, IGHG4","LRRC26, CUX2, AC097375.1, SCT, KCNK17, KRT5, PTCRA, LILRA4, CLEC4C, LAMP5, SHD, ASIP, PTPRS, PLVAP, SERPINF1, DRD4, SCN9A, CYYR1, P3H2, AC023590.1, CRYM, SCAMP5, EGLN3, P2RY6, TNFRSF21, SLC32A1, IL3RA, PLD4, SH3BP4, TLR9, TPM2, FAM160A1, MYBL2, RHEX, NRP1, EPHB1, THBD, GPM6B, PACSIN1, GAS6, SOX4, LILRB4, AC119428.2, CPLX1, CALCRL, DNASE1L3, CSF2RB, SNCA, MAP1A, TSPAN13","",0,8,0
"19","Monocyte_Myeloid","LYZ, S100A8, S100A9, CTSS, FCN1, CTSD, LGALS3, FCGR3A, CD14, TREM1","LRRC26, CUX2, AC097375.1, SCT, KCNK17, KRT5, PTCRA, LILRA4, CLEC4C, LAMP5, SHD, ASIP, PTPRS, PLVAP, SERPINF1, DRD4, SCN9A, CYYR1, P3H2, AC023590.1, CRYM, SCAMP5, EGLN3, P2RY6, TNFRSF21, SLC32A1, IL3RA, PLD4, SH3BP4, TLR9, TPM2, FAM160A1, MYBL2, RHEX, NRP1, EPHB1, THBD, GPM6B, PACSIN1, GAS6, SOX4, LILRB4, AC119428.2, CPLX1, CALCRL, DNASE1L3, CSF2RB, SNCA, MAP1A, TSPAN13","",0,10,0
"19","Macrophage","LYZ, C1QA, C1QB, C1QC, APOE, TREM2, CD68, MSR1","LRRC26, CUX2, AC097375.1, SCT, KCNK17, KRT5, PTCRA, LILRA4, CLEC4C, LAMP5, SHD, ASIP, PTPRS, PLVAP, SERPINF1, DRD4, SCN9A, CYYR1, P3H2, AC023590.1, CRYM, SCAMP5, EGLN3, P2RY6, TNFRSF21, SLC32A1, IL3RA, PLD4, SH3BP4, TLR9, TPM2, FAM160A1, MYBL2, RHEX, NRP1, EPHB1, THBD, GPM6B, PACSIN1, GAS6, SOX4, LILRB4, AC119428.2, CPLX1, CALCRL, DNASE1L3, CSF2RB, SNCA, MAP1A, TSPAN13","",0,8,0
"19","Dendritic_Cell","FCER1A, CST3, CLEC10A, CD1C, HLA-DRA, FCER1G","LRRC26, CUX2, AC097375.1, SCT, KCNK17, KRT5, PTCRA, LILRA4, CLEC4C, LAMP5, SHD, ASIP, PTPRS, PLVAP, SERPINF1, DRD4, SCN9A, CYYR1, P3H2, AC023590.1, CRYM, SCAMP5, EGLN3, P2RY6, TNFRSF21, SLC32A1, IL3RA, PLD4, SH3BP4, TLR9, TPM2, FAM160A1, MYBL2, RHEX, NRP1, EPHB1, THBD, GPM6B, PACSIN1, GAS6, SOX4, LILRB4, AC119428.2, CPLX1, CALCRL, DNASE1L3, CSF2RB, SNCA, MAP1A, TSPAN13","",0,6,0
"19","pDC","CLEC4C, IRF7, TCF4, LILRA4, PTCRA","LRRC26, CUX2, AC097375.1, SCT, KCNK17, KRT5, PTCRA, LILRA4, CLEC4C, LAMP5, SHD, ASIP, PTPRS, PLVAP, SERPINF1, DRD4, SCN9A, CYYR1, P3H2, AC023590.1, CRYM, SCAMP5, EGLN3, P2RY6, TNFRSF21, SLC32A1, IL3RA, PLD4, SH3BP4, TLR9, TPM2, FAM160A1, MYBL2, RHEX, NRP1, EPHB1, THBD, GPM6B, PACSIN1, GAS6, SOX4, LILRB4, AC119428.2, CPLX1, CALCRL, DNASE1L3, CSF2RB, SNCA, MAP1A, TSPAN13","PTCRA, LILRA4, CLEC4C",3,5,0.6
"2","T_Cell","CD3D, CD3E, CD3G, TRBC1, TRBC2","CCR7, GPR183, IL7R, LTB, FTH1, EEF1A1, TPT1, S1PR1, CD4, ANXA1, SARAF, LDHB, LMNA, FLT3LG, VIM, KLF2, FXYD5, RGCC, PABPC1, CCR6, CD52, ZFP36L2, EEF1B2, ICOS, EEF1G, CD55, AQP3, PDE3B, CD28, NOP53, TNFRSF4, PLK3, SELL, SPOCK2, TMEM123, TRAT1, JUNB, TNFAIP3, RACK1, EZR, CD5, CAMK4, KLF3, TCF7, S100A11, LEPROTL1, SC5D, NACA, S100A10, NPM1","",0,5,0
"2","CD8_T","CD8A, CD8B, CD3D, CD3E, TRBC1, TRBC2","CCR7, GPR183, IL7R, LTB, FTH1, EEF1A1, TPT1, S1PR1, CD4, ANXA1, SARAF, LDHB, LMNA, FLT3LG, VIM, KLF2, FXYD5, RGCC, PABPC1, CCR6, CD52, ZFP36L2, EEF1B2, ICOS, EEF1G, CD55, AQP3, PDE3B, CD28, NOP53, TNFRSF4, PLK3, SELL, SPOCK2, TMEM123, TRAT1, JUNB, TNFAIP3, RACK1, EZR, CD5, CAMK4, KLF3, TCF7, S100A11, LEPROTL1, SC5D, NACA, S100A10, NPM1","",0,6,0
"2","CD4_T","CD4, IL7R, LTB, CCR7, SELL","CCR7, GPR183, IL7R, LTB, FTH1, EEF1A1, TPT1, S1PR1, CD4, ANXA1, SARAF, LDHB, LMNA, FLT3LG, VIM, KLF2, FXYD5, RGCC, PABPC1, CCR6, CD52, ZFP36L2, EEF1B2, ICOS, EEF1G, CD55, AQP3, PDE3B, CD28, NOP53, TNFRSF4, PLK3, SELL, SPOCK2, TMEM123, TRAT1, JUNB, TNFAIP3, RACK1, EZR, CD5, CAMK4, KLF3, TCF7, S100A11, LEPROTL1, SC5D, NACA, S100A10, NPM1","CCR7, IL7R, LTB, CD4, SELL",5,5,1
"2","Treg","FOXP3, IL7R, CTLA4, IL2RA, TNFRSF18, TNFRSF4, CCR8","CCR7, GPR183, IL7R, LTB, FTH1, EEF1A1, TPT1, S1PR1, CD4, ANXA1, SARAF, LDHB, LMNA, FLT3LG, VIM, KLF2, FXYD5, RGCC, PABPC1, CCR6, CD52, ZFP36L2, EEF1B2, ICOS, EEF1G, CD55, AQP3, PDE3B, CD28, NOP53, TNFRSF4, PLK3, SELL, SPOCK2, TMEM123, TRAT1, JUNB, TNFAIP3, RACK1, EZR, CD5, CAMK4, KLF3, TCF7, S100A11, LEPROTL1, SC5D, NACA, S100A10, NPM1","IL7R, TNFRSF4",2,7,0.285714285714286
"2","NK","NKG7, GNLY, FCGR3A, KLRD1, XCL1, XCL2","CCR7, GPR183, IL7R, LTB, FTH1, EEF1A1, TPT1, S1PR1, CD4, ANXA1, SARAF, LDHB, LMNA, FLT3LG, VIM, KLF2, FXYD5, RGCC, PABPC1, CCR6, CD52, ZFP36L2, EEF1B2, ICOS, EEF1G, CD55, AQP3, PDE3B, CD28, NOP53, TNFRSF4, PLK3, SELL, SPOCK2, TMEM123, TRAT1, JUNB, TNFAIP3, RACK1, EZR, CD5, CAMK4, KLF3, TCF7, S100A11, LEPROTL1, SC5D, NACA, S100A10, NPM1","",0,6,0
"2","MAIT","TRAV1-2, SLC4A10, KLRB1, IL23R, CCL20, DPP4","CCR7, GPR183, IL7R, LTB, FTH1, EEF1A1, TPT1, S1PR1, CD4, ANXA1, SARAF, LDHB, LMNA, FLT3LG, VIM, KLF2, FXYD5, RGCC, PABPC1, CCR6, CD52, ZFP36L2, EEF1B2, ICOS, EEF1G, CD55, AQP3, PDE3B, CD28, NOP53, TNFRSF4, PLK3, SELL, SPOCK2, TMEM123, TRAT1, JUNB, TNFAIP3, RACK1, EZR, CD5, CAMK4, KLF3, TCF7, S100A11, LEPROTL1, SC5D, NACA, S100A10, NPM1","",0,6,0
