"Cluster","Program","Program_Genes_Present","Top50_Genes","Overlap_Genes","Overlap_Count","Program_Genes_Count","Overlap_Fraction"
"11","CD4_T","CD4, IL7R, LTB, CCR7, SELL","FOXP3, CTLA4, TBC1D4, DUSP4, TNFRSF4, GK, LAYN, ICOS, TNFRSF18, CD4, BATF, GEM, ARID5B, TIGIT, CD27, SNX9, DUSP16, CORO1B, CD82, SPOCK2, DNPH1, ITM2A, STAM, NR3C1, IL32, CARD16, HLA-A, NAB1, UBC, CDKN1B, MIR4435-2HG, CD28, PBXIP1, RHBDD2, IL6ST, CD2, RGS1, TNIK, CD5, EPSTI1, TLK1, FAS, TMEM173, GBP2, PHTF2, B2M, LTB, CACYBP, SARAF, CREM","CD4, LTB",2,5,0.4
"11","Treg","FOXP3, IL7R, CTLA4, IL2RA, TNFRSF18, TNFRSF4, CCR8","FOXP3, CTLA4, TBC1D4, DUSP4, TNFRSF4, GK, LAYN, ICOS, TNFRSF18, CD4, BATF, GEM, ARID5B, TIGIT, CD27, SNX9, DUSP16, CORO1B, CD82, SPOCK2, DNPH1, ITM2A, STAM, NR3C1, IL32, CARD16, HLA-A, NAB1, UBC, CDKN1B, MIR4435-2HG, CD28, PBXIP1, RHBDD2, IL6ST, CD2, RGS1, TNIK, CD5, EPSTI1, TLK1, FAS, TMEM173, GBP2, PHTF2, B2M, LTB, CACYBP, SARAF, CREM","FOXP3, CTLA4, TNFRSF4, TNFRSF18",4,7,0.571428571428571
"11","NK","NKG7, GNLY, FCGR3A, KLRD1, XCL1, XCL2","FOXP3, CTLA4, TBC1D4, DUSP4, TNFRSF4, GK, LAYN, ICOS, TNFRSF18, CD4, BATF, GEM, ARID5B, TIGIT, CD27, SNX9, DUSP16, CORO1B, CD82, SPOCK2, DNPH1, ITM2A, STAM, NR3C1, IL32, CARD16, HLA-A, NAB1, UBC, CDKN1B, MIR4435-2HG, CD28, PBXIP1, RHBDD2, IL6ST, CD2, RGS1, TNIK, CD5, EPSTI1, TLK1, FAS, TMEM173, GBP2, PHTF2, B2M, LTB, CACYBP, SARAF, CREM","",0,6,0
"11","MAIT","TRAV1-2, SLC4A10, KLRB1, IL23R, CCL20, DPP4","FOXP3, CTLA4, TBC1D4, DUSP4, TNFRSF4, GK, LAYN, ICOS, TNFRSF18, CD4, BATF, GEM, ARID5B, TIGIT, CD27, SNX9, DUSP16, CORO1B, CD82, SPOCK2, DNPH1, ITM2A, STAM, NR3C1, IL32, CARD16, HLA-A, NAB1, UBC, CDKN1B, MIR4435-2HG, CD28, PBXIP1, RHBDD2, IL6ST, CD2, RGS1, TNIK, CD5, EPSTI1, TLK1, FAS, TMEM173, GBP2, PHTF2, B2M, LTB, CACYBP, SARAF, CREM","",0,6,0
"11","GammaDelta_T","TRDC, TRGC1, TRGC2, CD3D, CD3E","FOXP3, CTLA4, TBC1D4, DUSP4, TNFRSF4, GK, LAYN, ICOS, TNFRSF18, CD4, BATF, GEM, ARID5B, TIGIT, CD27, SNX9, DUSP16, CORO1B, CD82, SPOCK2, DNPH1, ITM2A, STAM, NR3C1, IL32, CARD16, HLA-A, NAB1, UBC, CDKN1B, MIR4435-2HG, CD28, PBXIP1, RHBDD2, IL6ST, CD2, RGS1, TNIK, CD5, EPSTI1, TLK1, FAS, TMEM173, GBP2, PHTF2, B2M, LTB, CACYBP, SARAF, CREM","",0,5,0
"11","B_Cell","CD19, MS4A1, CD79A, CD74, HLA-DRA, CD22","FOXP3, CTLA4, TBC1D4, DUSP4, TNFRSF4, GK, LAYN, ICOS, TNFRSF18, CD4, BATF, GEM, ARID5B, TIGIT, CD27, SNX9, DUSP16, CORO1B, CD82, SPOCK2, DNPH1, ITM2A, STAM, NR3C1, IL32, CARD16, HLA-A, NAB1, UBC, CDKN1B, MIR4435-2HG, CD28, PBXIP1, RHBDD2, IL6ST, CD2, RGS1, TNIK, CD5, EPSTI1, TLK1, FAS, TMEM173, GBP2, PHTF2, B2M, LTB, CACYBP, SARAF, CREM","",0,6,0
"11","Plasma_Cell","MZB1, JCHAIN, SDC1, TNFRSF17, DERL3, IGHG1, IGHG3, IGHG4","FOXP3, CTLA4, TBC1D4, DUSP4, TNFRSF4, GK, LAYN, ICOS, TNFRSF18, CD4, BATF, GEM, ARID5B, TIGIT, CD27, SNX9, DUSP16, CORO1B, CD82, SPOCK2, DNPH1, ITM2A, STAM, NR3C1, IL32, CARD16, HLA-A, NAB1, UBC, CDKN1B, MIR4435-2HG, CD28, PBXIP1, RHBDD2, IL6ST, CD2, RGS1, TNIK, CD5, EPSTI1, TLK1, FAS, TMEM173, GBP2, PHTF2, B2M, LTB, CACYBP, SARAF, CREM","",0,8,0
"11","Monocyte_Myeloid","LYZ, S100A8, S100A9, CTSS, FCN1, CTSD, LGALS3, FCGR3A, CD14, TREM1","FOXP3, CTLA4, TBC1D4, DUSP4, TNFRSF4, GK, LAYN, ICOS, TNFRSF18, CD4, BATF, GEM, ARID5B, TIGIT, CD27, SNX9, DUSP16, CORO1B, CD82, SPOCK2, DNPH1, ITM2A, STAM, NR3C1, IL32, CARD16, HLA-A, NAB1, UBC, CDKN1B, MIR4435-2HG, CD28, PBXIP1, RHBDD2, IL6ST, CD2, RGS1, TNIK, CD5, EPSTI1, TLK1, FAS, TMEM173, GBP2, PHTF2, B2M, LTB, CACYBP, SARAF, CREM","",0,10,0
"11","Macrophage","LYZ, C1QA, C1QB, C1QC, APOE, TREM2, CD68, MSR1","FOXP3, CTLA4, TBC1D4, DUSP4, TNFRSF4, GK, LAYN, ICOS, TNFRSF18, CD4, BATF, GEM, ARID5B, TIGIT, CD27, SNX9, DUSP16, CORO1B, CD82, SPOCK2, DNPH1, ITM2A, STAM, NR3C1, IL32, CARD16, HLA-A, NAB1, UBC, CDKN1B, MIR4435-2HG, CD28, PBXIP1, RHBDD2, IL6ST, CD2, RGS1, TNIK, CD5, EPSTI1, TLK1, FAS, TMEM173, GBP2, PHTF2, B2M, LTB, CACYBP, SARAF, CREM","",0,8,0
"11","Dendritic_Cell","FCER1A, CST3, CLEC10A, CD1C, HLA-DRA, FCER1G","FOXP3, CTLA4, TBC1D4, DUSP4, TNFRSF4, GK, LAYN, ICOS, TNFRSF18, CD4, BATF, GEM, ARID5B, TIGIT, CD27, SNX9, DUSP16, CORO1B, CD82, SPOCK2, DNPH1, ITM2A, STAM, NR3C1, IL32, CARD16, HLA-A, NAB1, UBC, CDKN1B, MIR4435-2HG, CD28, PBXIP1, RHBDD2, IL6ST, CD2, RGS1, TNIK, CD5, EPSTI1, TLK1, FAS, TMEM173, GBP2, PHTF2, B2M, LTB, CACYBP, SARAF, CREM","",0,6,0
"11","pDC","CLEC4C, IRF7, TCF4, LILRA4, PTCRA","FOXP3, CTLA4, TBC1D4, DUSP4, TNFRSF4, GK, LAYN, ICOS, TNFRSF18, CD4, BATF, GEM, ARID5B, TIGIT, CD27, SNX9, DUSP16, CORO1B, CD82, SPOCK2, DNPH1, ITM2A, STAM, NR3C1, IL32, CARD16, HLA-A, NAB1, UBC, CDKN1B, MIR4435-2HG, CD28, PBXIP1, RHBDD2, IL6ST, CD2, RGS1, TNIK, CD5, EPSTI1, TLK1, FAS, TMEM173, GBP2, PHTF2, B2M, LTB, CACYBP, SARAF, CREM","",0,5,0
"12","T_Cell","CD3D, CD3E, CD3G, TRBC1, TRBC2","CX3CR1, FGFBP2, GNLY, FCGR3A, PRSS23, NKG7, TXNIP, MYOM2, ADGRG1, GZMB, GZMH, SPON2, IGFBP7, TMSB10, EFHD2, PLEK, CTSW, PRF1, SH3BGRL3, IFITM2, PFN1, CLIC3, HOPX, TTC38, EMP3, IFITM1, LGALS1, LINC00861, TRDC, GZMA, CST7, KLRD1, PLAC8, S100A4, MYL12A, GIMAP7, C12orf75, GIMAP4, CYBA, AES, TYROBP, PTPRCAP, B2M, SERF2, CD247, RARRES3, KLF2, ABHD17A, CLIC1, LY6E","",0,5,0
"12","CD8_T","CD8A, CD8B, CD3D, CD3E, TRBC1, TRBC2","CX3CR1, FGFBP2, GNLY, FCGR3A, PRSS23, NKG7, TXNIP, MYOM2, ADGRG1, GZMB, GZMH, SPON2, IGFBP7, TMSB10, EFHD2, PLEK, CTSW, PRF1, SH3BGRL3, IFITM2, PFN1, CLIC3, HOPX, TTC38, EMP3, IFITM1, LGALS1, LINC00861, TRDC, GZMA, CST7, KLRD1, PLAC8, S100A4, MYL12A, GIMAP7, C12orf75, GIMAP4, CYBA, AES, TYROBP, PTPRCAP, B2M, SERF2, CD247, RARRES3, KLF2, ABHD17A, CLIC1, LY6E","",0,6,0
"12","CD4_T","CD4, IL7R, LTB, CCR7, SELL","CX3CR1, FGFBP2, GNLY, FCGR3A, PRSS23, NKG7, TXNIP, MYOM2, ADGRG1, GZMB, GZMH, SPON2, IGFBP7, TMSB10, EFHD2, PLEK, CTSW, PRF1, SH3BGRL3, IFITM2, PFN1, CLIC3, HOPX, TTC38, EMP3, IFITM1, LGALS1, LINC00861, TRDC, GZMA, CST7, KLRD1, PLAC8, S100A4, MYL12A, GIMAP7, C12orf75, GIMAP4, CYBA, AES, TYROBP, PTPRCAP, B2M, SERF2, CD247, RARRES3, KLF2, ABHD17A, CLIC1, LY6E","",0,5,0
"12","Treg","FOXP3, IL7R, CTLA4, IL2RA, TNFRSF18, TNFRSF4, CCR8","CX3CR1, FGFBP2, GNLY, FCGR3A, PRSS23, NKG7, TXNIP, MYOM2, ADGRG1, GZMB, GZMH, SPON2, IGFBP7, TMSB10, EFHD2, PLEK, CTSW, PRF1, SH3BGRL3, IFITM2, PFN1, CLIC3, HOPX, TTC38, EMP3, IFITM1, LGALS1, LINC00861, TRDC, GZMA, CST7, KLRD1, PLAC8, S100A4, MYL12A, GIMAP7, C12orf75, GIMAP4, CYBA, AES, TYROBP, PTPRCAP, B2M, SERF2, CD247, RARRES3, KLF2, ABHD17A, CLIC1, LY6E","",0,7,0
"12","NK","NKG7, GNLY, FCGR3A, KLRD1, XCL1, XCL2","CX3CR1, FGFBP2, GNLY, FCGR3A, PRSS23, NKG7, TXNIP, MYOM2, ADGRG1, GZMB, GZMH, SPON2, IGFBP7, TMSB10, EFHD2, PLEK, CTSW, PRF1, SH3BGRL3, IFITM2, PFN1, CLIC3, HOPX, TTC38, EMP3, IFITM1, LGALS1, LINC00861, TRDC, GZMA, CST7, KLRD1, PLAC8, S100A4, MYL12A, GIMAP7, C12orf75, GIMAP4, CYBA, AES, TYROBP, PTPRCAP, B2M, SERF2, CD247, RARRES3, KLF2, ABHD17A, CLIC1, LY6E","GNLY, FCGR3A, NKG7, KLRD1",4,6,0.666666666666667
"12","MAIT","TRAV1-2, SLC4A10, KLRB1, IL23R, CCL20, DPP4","CX3CR1, FGFBP2, GNLY, FCGR3A, PRSS23, NKG7, TXNIP, MYOM2, ADGRG1, GZMB, GZMH, SPON2, IGFBP7, TMSB10, EFHD2, PLEK, CTSW, PRF1, SH3BGRL3, IFITM2, PFN1, CLIC3, HOPX, TTC38, EMP3, IFITM1, LGALS1, LINC00861, TRDC, GZMA, CST7, KLRD1, PLAC8, S100A4, MYL12A, GIMAP7, C12orf75, GIMAP4, CYBA, AES, TYROBP, PTPRCAP, B2M, SERF2, CD247, RARRES3, KLF2, ABHD17A, CLIC1, LY6E","",0,6,0
"12","GammaDelta_T","TRDC, TRGC1, TRGC2, CD3D, CD3E","CX3CR1, FGFBP2, GNLY, FCGR3A, PRSS23, NKG7, TXNIP, MYOM2, ADGRG1, GZMB, GZMH, SPON2, IGFBP7, TMSB10, EFHD2, PLEK, CTSW, PRF1, SH3BGRL3, IFITM2, PFN1, CLIC3, HOPX, TTC38, EMP3, IFITM1, LGALS1, LINC00861, TRDC, GZMA, CST7, KLRD1, PLAC8, S100A4, MYL12A, GIMAP7, C12orf75, GIMAP4, CYBA, AES, TYROBP, PTPRCAP, B2M, SERF2, CD247, RARRES3, KLF2, ABHD17A, CLIC1, LY6E","TRDC",1,5,0.2
"12","B_Cell","CD19, MS4A1, CD79A, CD74, HLA-DRA, CD22","CX3CR1, FGFBP2, GNLY, FCGR3A, PRSS23, NKG7, TXNIP, MYOM2, ADGRG1, GZMB, GZMH, SPON2, IGFBP7, TMSB10, EFHD2, PLEK, CTSW, PRF1, SH3BGRL3, IFITM2, PFN1, CLIC3, HOPX, TTC38, EMP3, IFITM1, LGALS1, LINC00861, TRDC, GZMA, CST7, KLRD1, PLAC8, S100A4, MYL12A, GIMAP7, C12orf75, GIMAP4, CYBA, AES, TYROBP, PTPRCAP, B2M, SERF2, CD247, RARRES3, KLF2, ABHD17A, CLIC1, LY6E","",0,6,0
"12","Plasma_Cell","MZB1, JCHAIN, SDC1, TNFRSF17, DERL3, IGHG1, IGHG3, IGHG4","CX3CR1, FGFBP2, GNLY, FCGR3A, PRSS23, NKG7, TXNIP, MYOM2, ADGRG1, GZMB, GZMH, SPON2, IGFBP7, TMSB10, EFHD2, PLEK, CTSW, PRF1, SH3BGRL3, IFITM2, PFN1, CLIC3, HOPX, TTC38, EMP3, IFITM1, LGALS1, LINC00861, TRDC, GZMA, CST7, KLRD1, PLAC8, S100A4, MYL12A, GIMAP7, C12orf75, GIMAP4, CYBA, AES, TYROBP, PTPRCAP, B2M, SERF2, CD247, RARRES3, KLF2, ABHD17A, CLIC1, LY6E","",0,8,0
"12","Monocyte_Myeloid","LYZ, S100A8, S100A9, CTSS, FCN1, CTSD, LGALS3, FCGR3A, CD14, TREM1","CX3CR1, FGFBP2, GNLY, FCGR3A, PRSS23, NKG7, TXNIP, MYOM2, ADGRG1, GZMB, GZMH, SPON2, IGFBP7, TMSB10, EFHD2, PLEK, CTSW, PRF1, SH3BGRL3, IFITM2, PFN1, CLIC3, HOPX, TTC38, EMP3, IFITM1, LGALS1, LINC00861, TRDC, GZMA, CST7, KLRD1, PLAC8, S100A4, MYL12A, GIMAP7, C12orf75, GIMAP4, CYBA, AES, TYROBP, PTPRCAP, B2M, SERF2, CD247, RARRES3, KLF2, ABHD17A, CLIC1, LY6E","FCGR3A",1,10,0.1
"12","Macrophage","LYZ, C1QA, C1QB, C1QC, APOE, TREM2, CD68, MSR1","CX3CR1, FGFBP2, GNLY, FCGR3A, PRSS23, NKG7, TXNIP, MYOM2, ADGRG1, GZMB, GZMH, SPON2, IGFBP7, TMSB10, EFHD2, PLEK, CTSW, PRF1, SH3BGRL3, IFITM2, PFN1, CLIC3, HOPX, TTC38, EMP3, IFITM1, LGALS1, LINC00861, TRDC, GZMA, CST7, KLRD1, PLAC8, S100A4, MYL12A, GIMAP7, C12orf75, GIMAP4, CYBA, AES, TYROBP, PTPRCAP, B2M, SERF2, CD247, RARRES3, KLF2, ABHD17A, CLIC1, LY6E","",0,8,0
"12","Dendritic_Cell","FCER1A, CST3, CLEC10A, CD1C, HLA-DRA, FCER1G","CX3CR1, FGFBP2, GNLY, FCGR3A, PRSS23, NKG7, TXNIP, MYOM2, ADGRG1, GZMB, GZMH, SPON2, IGFBP7, TMSB10, EFHD2, PLEK, CTSW, PRF1, SH3BGRL3, IFITM2, PFN1, CLIC3, HOPX, TTC38, EMP3, IFITM1, LGALS1, LINC00861, TRDC, GZMA, CST7, KLRD1, PLAC8, S100A4, MYL12A, GIMAP7, C12orf75, GIMAP4, CYBA, AES, TYROBP, PTPRCAP, B2M, SERF2, CD247, RARRES3, KLF2, ABHD17A, CLIC1, LY6E","",0,6,0
"12","pDC","CLEC4C, IRF7, TCF4, LILRA4, PTCRA","CX3CR1, FGFBP2, GNLY, FCGR3A, PRSS23, NKG7, TXNIP, MYOM2, ADGRG1, GZMB, GZMH, SPON2, IGFBP7, TMSB10, EFHD2, PLEK, CTSW, PRF1, SH3BGRL3, IFITM2, PFN1, CLIC3, HOPX, TTC38, EMP3, IFITM1, LGALS1, LINC00861, TRDC, GZMA, CST7, KLRD1, PLAC8, S100A4, MYL12A, GIMAP7, C12orf75, GIMAP4, CYBA, AES, TYROBP, PTPRCAP, B2M, SERF2, CD247, RARRES3, KLF2, ABHD17A, CLIC1, LY6E","",0,5,0
"13","T_Cell","CD3D, CD3E, CD3G, TRBC1, TRBC2","TRDC, FCER1G, CCL3, TYROBP, KLRF1, PTGDR, CD160, TXK, XCL1, CMC1, XCL2, KLRC1, IFITM2, GSTP1, IFITM1, CD7, IL2RB, SH2D1B, IFITM3, CLIC3, KLRD1, LAT2, NCR1, TMIGD2, NKG7, KLRB1, RHOC, EOMES, CEBPD, FHL3, CCL3L1, ARPC5L, TXNIP, EIF3G, TOX2, TTC38, MATK, FGR, CD63, DENND2D, CTSW, CD247, MYL12A, PFN1, FOS, STK17A, AOAH, AGTRAP, HCST, SASH3","",0,5,0
"13","CD8_T","CD8A, CD8B, CD3D, CD3E, TRBC1, TRBC2","TRDC, FCER1G, CCL3, TYROBP, KLRF1, PTGDR, CD160, TXK, XCL1, CMC1, XCL2, KLRC1, IFITM2, GSTP1, IFITM1, CD7, IL2RB, SH2D1B, IFITM3, CLIC3, KLRD1, LAT2, NCR1, TMIGD2, NKG7, KLRB1, RHOC, EOMES, CEBPD, FHL3, CCL3L1, ARPC5L, TXNIP, EIF3G, TOX2, TTC38, MATK, FGR, CD63, DENND2D, CTSW, CD247, MYL12A, PFN1, FOS, STK17A, AOAH, AGTRAP, HCST, SASH3","",0,6,0
"13","CD4_T","CD4, IL7R, LTB, CCR7, SELL","TRDC, FCER1G, CCL3, TYROBP, KLRF1, PTGDR, CD160, TXK, XCL1, CMC1, XCL2, KLRC1, IFITM2, GSTP1, IFITM1, CD7, IL2RB, SH2D1B, IFITM3, CLIC3, KLRD1, LAT2, NCR1, TMIGD2, NKG7, KLRB1, RHOC, EOMES, CEBPD, FHL3, CCL3L1, ARPC5L, TXNIP, EIF3G, TOX2, TTC38, MATK, FGR, CD63, DENND2D, CTSW, CD247, MYL12A, PFN1, FOS, STK17A, AOAH, AGTRAP, HCST, SASH3","",0,5,0
"13","Treg","FOXP3, IL7R, CTLA4, IL2RA, TNFRSF18, TNFRSF4, CCR8","TRDC, FCER1G, CCL3, TYROBP, KLRF1, PTGDR, CD160, TXK, XCL1, CMC1, XCL2, KLRC1, IFITM2, GSTP1, IFITM1, CD7, IL2RB, SH2D1B, IFITM3, CLIC3, KLRD1, LAT2, NCR1, TMIGD2, NKG7, KLRB1, RHOC, EOMES, CEBPD, FHL3, CCL3L1, ARPC5L, TXNIP, EIF3G, TOX2, TTC38, MATK, FGR, CD63, DENND2D, CTSW, CD247, MYL12A, PFN1, FOS, STK17A, AOAH, AGTRAP, HCST, SASH3","",0,7,0
"13","NK","NKG7, GNLY, FCGR3A, KLRD1, XCL1, XCL2","TRDC, FCER1G, CCL3, TYROBP, KLRF1, PTGDR, CD160, TXK, XCL1, CMC1, XCL2, KLRC1, IFITM2, GSTP1, IFITM1, CD7, IL2RB, SH2D1B, IFITM3, CLIC3, KLRD1, LAT2, NCR1, TMIGD2, NKG7, KLRB1, RHOC, EOMES, CEBPD, FHL3, CCL3L1, ARPC5L, TXNIP, EIF3G, TOX2, TTC38, MATK, FGR, CD63, DENND2D, CTSW, CD247, MYL12A, PFN1, FOS, STK17A, AOAH, AGTRAP, HCST, SASH3","XCL1, XCL2, KLRD1, NKG7",4,6,0.666666666666667
"13","MAIT","TRAV1-2, SLC4A10, KLRB1, IL23R, CCL20, DPP4","TRDC, FCER1G, CCL3, TYROBP, KLRF1, PTGDR, CD160, TXK, XCL1, CMC1, XCL2, KLRC1, IFITM2, GSTP1, IFITM1, CD7, IL2RB, SH2D1B, IFITM3, CLIC3, KLRD1, LAT2, NCR1, TMIGD2, NKG7, KLRB1, RHOC, EOMES, CEBPD, FHL3, CCL3L1, ARPC5L, TXNIP, EIF3G, TOX2, TTC38, MATK, FGR, CD63, DENND2D, CTSW, CD247, MYL12A, PFN1, FOS, STK17A, AOAH, AGTRAP, HCST, SASH3","KLRB1",1,6,0.166666666666667
"13","GammaDelta_T","TRDC, TRGC1, TRGC2, CD3D, CD3E","TRDC, FCER1G, CCL3, TYROBP, KLRF1, PTGDR, CD160, TXK, XCL1, CMC1, XCL2, KLRC1, IFITM2, GSTP1, IFITM1, CD7, IL2RB, SH2D1B, IFITM3, CLIC3, KLRD1, LAT2, NCR1, TMIGD2, NKG7, KLRB1, RHOC, EOMES, CEBPD, FHL3, CCL3L1, ARPC5L, TXNIP, EIF3G, TOX2, TTC38, MATK, FGR, CD63, DENND2D, CTSW, CD247, MYL12A, PFN1, FOS, STK17A, AOAH, AGTRAP, HCST, SASH3","TRDC",1,5,0.2
"13","B_Cell","CD19, MS4A1, CD79A, CD74, HLA-DRA, CD22","TRDC, FCER1G, CCL3, TYROBP, KLRF1, PTGDR, CD160, TXK, XCL1, CMC1, XCL2, KLRC1, IFITM2, GSTP1, IFITM1, CD7, IL2RB, SH2D1B, IFITM3, CLIC3, KLRD1, LAT2, NCR1, TMIGD2, NKG7, KLRB1, RHOC, EOMES, CEBPD, FHL3, CCL3L1, ARPC5L, TXNIP, EIF3G, TOX2, TTC38, MATK, FGR, CD63, DENND2D, CTSW, CD247, MYL12A, PFN1, FOS, STK17A, AOAH, AGTRAP, HCST, SASH3","",0,6,0
"13","Plasma_Cell","MZB1, JCHAIN, SDC1, TNFRSF17, DERL3, IGHG1, IGHG3, IGHG4","TRDC, FCER1G, CCL3, TYROBP, KLRF1, PTGDR, CD160, TXK, XCL1, CMC1, XCL2, KLRC1, IFITM2, GSTP1, IFITM1, CD7, IL2RB, SH2D1B, IFITM3, CLIC3, KLRD1, LAT2, NCR1, TMIGD2, NKG7, KLRB1, RHOC, EOMES, CEBPD, FHL3, CCL3L1, ARPC5L, TXNIP, EIF3G, TOX2, TTC38, MATK, FGR, CD63, DENND2D, CTSW, CD247, MYL12A, PFN1, FOS, STK17A, AOAH, AGTRAP, HCST, SASH3","",0,8,0
"13","Monocyte_Myeloid","LYZ, S100A8, S100A9, CTSS, FCN1, CTSD, LGALS3, FCGR3A, CD14, TREM1","TRDC, FCER1G, CCL3, TYROBP, KLRF1, PTGDR, CD160, TXK, XCL1, CMC1, XCL2, KLRC1, IFITM2, GSTP1, IFITM1, CD7, IL2RB, SH2D1B, IFITM3, CLIC3, KLRD1, LAT2, NCR1, TMIGD2, NKG7, KLRB1, RHOC, EOMES, CEBPD, FHL3, CCL3L1, ARPC5L, TXNIP, EIF3G, TOX2, TTC38, MATK, FGR, CD63, DENND2D, CTSW, CD247, MYL12A, PFN1, FOS, STK17A, AOAH, AGTRAP, HCST, SASH3","",0,10,0
"13","Macrophage","LYZ, C1QA, C1QB, C1QC, APOE, TREM2, CD68, MSR1","TRDC, FCER1G, CCL3, TYROBP, KLRF1, PTGDR, CD160, TXK, XCL1, CMC1, XCL2, KLRC1, IFITM2, GSTP1, IFITM1, CD7, IL2RB, SH2D1B, IFITM3, CLIC3, KLRD1, LAT2, NCR1, TMIGD2, NKG7, KLRB1, RHOC, EOMES, CEBPD, FHL3, CCL3L1, ARPC5L, TXNIP, EIF3G, TOX2, TTC38, MATK, FGR, CD63, DENND2D, CTSW, CD247, MYL12A, PFN1, FOS, STK17A, AOAH, AGTRAP, HCST, SASH3","",0,8,0
"13","Dendritic_Cell","FCER1A, CST3, CLEC10A, CD1C, HLA-DRA, FCER1G","TRDC, FCER1G, CCL3, TYROBP, KLRF1, PTGDR, CD160, TXK, XCL1, CMC1, XCL2, KLRC1, IFITM2, GSTP1, IFITM1, CD7, IL2RB, SH2D1B, IFITM3, CLIC3, KLRD1, LAT2, NCR1, TMIGD2, NKG7, KLRB1, RHOC, EOMES, CEBPD, FHL3, CCL3L1, ARPC5L, TXNIP, EIF3G, TOX2, TTC38, MATK, FGR, CD63, DENND2D, CTSW, CD247, MYL12A, PFN1, FOS, STK17A, AOAH, AGTRAP, HCST, SASH3","FCER1G",1,6,0.166666666666667
"13","pDC","CLEC4C, IRF7, TCF4, LILRA4, PTCRA","TRDC, FCER1G, CCL3, TYROBP, KLRF1, PTGDR, CD160, TXK, XCL1, CMC1, XCL2, KLRC1, IFITM2, GSTP1, IFITM1, CD7, IL2RB, SH2D1B, IFITM3, CLIC3, KLRD1, LAT2, NCR1, TMIGD2, NKG7, KLRB1, RHOC, EOMES, CEBPD, FHL3, CCL3L1, ARPC5L, TXNIP, EIF3G, TOX2, TTC38, MATK, FGR, CD63, DENND2D, CTSW, CD247, MYL12A, PFN1, FOS, STK17A, AOAH, AGTRAP, HCST, SASH3","",0,5,0
"14","T_Cell","CD3D, CD3E, CD3G, TRBC1, TRBC2","IGKV1-9, IGHG1, IGLV1-40, TYMS, KLRF1, GZMB, FCGR3A, GNLY, TRDC, FCER1G, CD38, TYROBP, PRF1, TRGC1, SH2D1B, KIR2DL4, NKG7, FGFBP2, TXK, SPON2, SLC15A4, HAVCR2, EFHD2, CD247, GSTP1, IFITM2, IFITM1, IFITM3, KLRD1, KLRC1, LAT2, RBBP8, IL2RB, MCM7, GZMA, CCL4, STARD3NL, CLIC3, PFN1, S1PR5, HSH2D, BHLHE40, OTULIN, PRR7, UBE2F, GNG2, PLAC8, IRF8, KLRC3, PPIF","",0,5,0
"14","CD8_T","CD8A, CD8B, CD3D, CD3E, TRBC1, TRBC2","IGKV1-9, IGHG1, IGLV1-40, TYMS, KLRF1, GZMB, FCGR3A, GNLY, TRDC, FCER1G, CD38, TYROBP, PRF1, TRGC1, SH2D1B, KIR2DL4, NKG7, FGFBP2, TXK, SPON2, SLC15A4, HAVCR2, EFHD2, CD247, GSTP1, IFITM2, IFITM1, IFITM3, KLRD1, KLRC1, LAT2, RBBP8, IL2RB, MCM7, GZMA, CCL4, STARD3NL, CLIC3, PFN1, S1PR5, HSH2D, BHLHE40, OTULIN, PRR7, UBE2F, GNG2, PLAC8, IRF8, KLRC3, PPIF","",0,6,0
"14","CD4_T","CD4, IL7R, LTB, CCR7, SELL","IGKV1-9, IGHG1, IGLV1-40, TYMS, KLRF1, GZMB, FCGR3A, GNLY, TRDC, FCER1G, CD38, TYROBP, PRF1, TRGC1, SH2D1B, KIR2DL4, NKG7, FGFBP2, TXK, SPON2, SLC15A4, HAVCR2, EFHD2, CD247, GSTP1, IFITM2, IFITM1, IFITM3, KLRD1, KLRC1, LAT2, RBBP8, IL2RB, MCM7, GZMA, CCL4, STARD3NL, CLIC3, PFN1, S1PR5, HSH2D, BHLHE40, OTULIN, PRR7, UBE2F, GNG2, PLAC8, IRF8, KLRC3, PPIF","",0,5,0
"14","Treg","FOXP3, IL7R, CTLA4, IL2RA, TNFRSF18, TNFRSF4, CCR8","IGKV1-9, IGHG1, IGLV1-40, TYMS, KLRF1, GZMB, FCGR3A, GNLY, TRDC, FCER1G, CD38, TYROBP, PRF1, TRGC1, SH2D1B, KIR2DL4, NKG7, FGFBP2, TXK, SPON2, SLC15A4, HAVCR2, EFHD2, CD247, GSTP1, IFITM2, IFITM1, IFITM3, KLRD1, KLRC1, LAT2, RBBP8, IL2RB, MCM7, GZMA, CCL4, STARD3NL, CLIC3, PFN1, S1PR5, HSH2D, BHLHE40, OTULIN, PRR7, UBE2F, GNG2, PLAC8, IRF8, KLRC3, PPIF","",0,7,0
