"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
8.15595183660405e-23,0.487302196322416,0.382,0.311,1.99429334308642e-18,"5","DNTTIP2"
1.07758822329572e-22,0.529104607792831,0.266,0.196,2.63491872360269e-18,"5","PTPN1"
1.44853267597791e-22,0.565802993402529,0.281,0.213,3.54195209930119e-18,"5","SRSF4"
1.90241451458288e-22,0.628523060681653,0.227,0.163,4.65178397105807e-18,"5","TMEM123"
2.59049062394119e-22,0.574564623856467,0.205,0.143,6.33426767366099e-18,"5","SND1"
2.61843118641623e-22,0.54942894137621,0.261,0.194,6.40258793702497e-18,"5","NDEL1"
3.07550380305688e-22,0.540134678817193,0.242,0.175,7.52022189923467e-18,"5","NUDT4"
4.74561365235246e-22,0.393576829929639,0.462,0.39,1.16039745027322e-17,"5","SUN2"
4.98408111031696e-22,0.587935822970634,0.201,0.139,1.2187075130947e-17,"5","PSPC1"
5.78901794653876e-22,0.499453583458289,0.374,0.305,1.41553066828766e-17,"5","SPN"
6.24477431491711e-22,0.371055476557859,0.523,0.443,1.52697221548353e-17,"5","RHOH"
8.07940342532585e-22,0.551149426668117,0.245,0.18,1.97557572556068e-17,"5","PLEKHB2"
8.82433887140114e-22,0.459002405743904,0.415,0.345,2.15772734083501e-17,"5","UBXN4"
9.08738145430027e-22,0.433160735587501,0.468,0.4,2.2220465132055e-17,"5","PPP2R5C"
9.77692756685443e-22,0.519419459077727,0.284,0.215,2.39065432864725e-17,"5","THEMIS"
1.4075067705701e-21,0.639771615731524,0.241,0.178,3.44163555539801e-17,"5","VMP1"
1.44487298498726e-21,0.609627700954721,0.221,0.159,3.53300342289086e-17,"5","SPTY2D1"
1.77131595432533e-21,0.572737034405735,0.253,0.186,4.33122177151629e-17,"5","LMNB1"
3.6022489879142e-21,0.317599160064864,0.591,0.53,8.80821922524779e-17,"5","BZW1"
4.56055248956681e-21,0.504657974972119,0.306,0.236,1.11514629474888e-16,"5","PNN"
6.71014751371736e-21,0.398699535152062,0.417,0.345,1.64076527005417e-16,"5","MAPRE2"
7.71039002878192e-21,0.588359798104743,0.211,0.15,1.88534456983775e-16,"5","DCP2"
9.25251641782447e-21,0.551521225435966,0.248,0.184,2.26242531448644e-16,"5","PHYKPL"
9.75100835773998e-21,0.43089026049802,0.417,0.347,2.38431656363458e-16,"5","TOP1"
1.69561953610964e-20,0.310331167107579,0.58,0.512,4.14612888969529e-16,"5","LBH"
1.83727109711669e-20,0.584059532942977,0.22,0.16,4.49249528666974e-16,"5","DHX15"
2.36938380096528e-20,0.516496086277415,0.273,0.209,5.7936172701203e-16,"5","TIAL1"
3.3472798771089e-20,0.547156113709973,0.234,0.172,8.18476875550669e-16,"5","NOLC1"
3.39385673843833e-20,0.564251457489761,0.214,0.152,8.29865849682939e-16,"5","INTS6"
3.63879846899738e-20,0.329834942905156,0.471,0.393,8.89759001639238e-16,"5","SRRT"
5.72388425913706e-20,0.583870298154265,0.221,0.161,1.39960417904419e-15,"5","CDC73"
7.32944884946789e-20,0.280186175803169,0.579,0.515,1.79219683267189e-15,"5","HNRNPA3"
7.61359708429218e-20,0.572664851008494,0.214,0.155,1.86167675905112e-15,"5","SBNO1"
1.06396600493154e-19,0.452327550637069,0.38,0.314,2.6016096752586e-15,"5","PPP1R12A"
1.0793688499423e-19,0.680130208025474,0.206,0.149,2.63927271187892e-15,"5","MGAT4A"
1.13718988414578e-19,0.460122938933555,0.331,0.265,2.78065670471327e-15,"5","WBP11"
1.31671594472341e-19,0.583611706286217,0.305,0.236,3.21963382803767e-15,"5","LMNA"
2.01920691760475e-19,0.515749575455403,0.226,0.165,4.93736475492714e-15,"5","UBTF"
2.03403471740235e-19,0.500715592536739,0.294,0.228,4.97362169099223e-15,"5","MIER1"
2.48485381624219e-19,0.528318506141313,0.265,0.202,6.07596455147541e-15,"5","PIAS1"
2.77881263603712e-19,0.516192999783738,0.219,0.16,6.79475265763796e-15,"5","PPM1B"
3.35674288384862e-19,0.524337097241157,0.356,0.289,8.20790769958664e-15,"5","MAP3K8"
3.77532825149634e-19,0.583930017056575,0.201,0.144,9.23143264055886e-15,"5","SMC1A"
4.03243486736944e-19,0.574552125411674,0.229,0.17,9.86010973769176e-15,"5","SMARCC1"
5.36397210907446e-19,0.60049102769653,0.229,0.17,1.31159846011089e-14,"5","GBP4"
6.54435868787626e-19,0.444825845352734,0.285,0.219,1.6002265863595e-14,"5","TMED4"
7.06422630320838e-19,0.542118671184346,0.263,0.203,1.72734461566051e-14,"5","PTPN2"
8.14695372091642e-19,0.587280323453685,0.215,0.157,1.99209312383848e-14,"5","LUC7L"
8.79630049520969e-19,0.568887527414777,0.214,0.157,2.15087139708867e-14,"5","TMEM50B"
1.19971297349249e-18,0.509077487694422,0.222,0.163,2.93353816278384e-14,"5","CAPRIN1"
1.78513657096932e-18,0.694248448727933,0.214,0.158,4.36501594333419e-14,"5","CD38"
2.27809671425121e-18,0.537110900377853,0.258,0.198,5.57040208568705e-14,"5","FOXN3"
2.37432469414318e-18,0.508343968000232,0.244,0.184,5.80569874211889e-14,"5","ZFR"
3.58276536337045e-18,0.597618086221296,0.269,0.211,8.76057786651343e-14,"5","HNRNPLL"
7.39236459815739e-18,0.470031522296777,0.393,0.334,1.80758099154145e-13,"5","KTN1"
7.9848978824721e-18,0.29640849799657,0.571,0.51,1.95246723022208e-13,"5","TMEM50A"
8.60324892707321e-18,0.395615168476712,0.402,0.34,2.10366642764794e-13,"5","FMNL1"
8.84102165658389e-18,0.559470585735175,0.206,0.151,2.16180661546789e-13,"5","RRP1B"
8.93104674773113e-18,0.458709975617023,0.348,0.285,2.18381955075522e-13,"5","SLTM"
6.70493006841251e-17,0.600283104594633,0.202,0.149,1.63948950032823e-12,"5","PLK3"
7.05207219151125e-17,0.532716520940203,0.223,0.168,1.72437269226833e-12,"5","CCNK"
9.18802728794879e-17,0.376911854793948,0.365,0.301,2.24665643244924e-12,"5","NDFIP1"
9.33358765550987e-17,0.434873774959526,0.315,0.253,2.28224885352527e-12,"5","PRPF4B"
9.6835577882603e-17,0.468715526934898,0.268,0.21,2.36782355038541e-12,"5","ANAPC5"
1.01492239836705e-16,0.31709525752721,0.439,0.372,2.48168824848712e-12,"5","ARGLU1"
1.4028821622873e-16,0.571175002845649,0.218,0.164,3.4303274632249e-12,"5","PABPC4"
2.00579592827263e-16,0.533845645418989,0.25,0.194,4.90457220381223e-12,"5","SNRNP70"
3.12354270847303e-16,0.40876066398626,0.389,0.33,7.63768663075826e-12,"5","PDIA6"
4.43424824150338e-16,0.340953817453353,0.49,0.433,1.08426238001241e-11,"5","CYTIP"
4.72707238506025e-16,0.530013789261814,0.202,0.15,1.15586373959493e-11,"5","FBXL5"
