"feature","mean","variance"
"KLF4",-0.0240774888974947,0.275655494950604
"IGHV5-51",-0.0244435249229815,0.255118772513794
"DIAPH2-AS1",-0.00623334136081878,0.00452786621351186
"FN1",-0.013518582309891,0.0272129239505135
"TGM5",-0.0061794116008859,0.00452781740671882
"RRAD",-0.023922522124644,0.298495387293268
"KRT86",1.6554130905907e-16,1
"FGB",-0.0150803053926696,0.036298500932876
"ID3",2.99443182196261e-16,1
"CLEC2B",-1.76159013769297e-15,0.999999999999997
"ZNF114",-0.00627120680523911,0.00452790048214921
"MT-ATP6",1.49282218418993e-14,1
"SLC25A27",-0.00738449499657733,0.00679351572258446
"CD2",4.25892486546093e-15,1
"IGLV7-43",-0.0224568524484111,0.129624174015101
"ISG20",-2.80887269274778e-15,1
"TRAJ32",-0.00845241402627802,0.00906015914607289
"CYP2J2",-0.00944254308918725,0.0113276959689855
"SDK2",-0.010742845372457,0.0158636123946211
"TRGV11",-0.0244114496392694,0.23000364382007
"CD27",-5.15386066240741e-15,0.999999999999998
"IL2",-0.0240823190547394,0.209451794170925
"TFPI",-0.00851113786271577,0.00906026546597983
"AC011337.1",-0.0102478496790203,0.0135957299585649
"RASIP1",-0.0228253205869325,0.131910967095847
"TPH1",-0.00752958550723382,0.00679371271347877
"CD1D",-0.010882732581943,0.015864055744732
"GRAMD2B",3.8243692807155e-17,0.999999999999998
"BLNK",-0.0139491018896553,0.0294838694409598
"AL035461.2",-0.0094702875629126,0.0113277587659689
"KREMEN2",-0.00741848525385726,0.00679356187125388
"TREML2",-0.0131720745785886,0.0249428898103193
"MME",-0.0108440556211389,0.0158639331636782
"AL359317.2",-0.00749128157462988,0.00679366070755389
"IL2RA",-0.0176083922098876,0.567046530888862
"SLC8A1",-0.0101681164337689,0.0135955133750456
"CYP7B1",-0.0148074555931104,0.0340272208185131
"AL592430.1",-0.0062182056071591,0.00452785251552712
"NTN5",-0.0109597384473095,0.0158642998051354
"TUBA1A",-3.84555511428134e-15,1
"BCL11A",-0.0158970329943512,0.0408443217402688
"AL445685.1",-0.0108580019334131,0.0158639773644506
"CD19",-0.0142781308558389,0.0317546641493301
"AC011825.2",-0.00626861278079168,0.00452789813452485
"IGKV1D-16",-0.0108847386747101,0.0158640621027668
"AC132872.3",-0.00750018714449666,0.0067936727987854
"AL606763.1",-0.00753911545453881,0.00679372565248723
"IGHV4-59",-0.0212752865991001,0.448772636898136
"AC073263.2",-0.0155908446786658,0.0385719618337189
"AL929472.3",-0.00626572479469441,0.00452789552086226
"BTK",-0.017085820400705,0.049937206679923
"BIRC3",-4.36022779024964e-16,0.999999999999999
"IL1R2",-0.0187065394574893,0.0658580487750307
"AC009549.1",-0.00749226035692562,0.00679366203646139
"YBX3",4.20197413181853e-16,1
"AC093157.2",-0.00744062328747195,0.00679359192820966
"TAS2R10",-0.012127136411345,0.0204026369662209
"STEAP1",-0.00626225595295356,0.00452789238151923
"AF129408.1",-0.0156068023244578,0.0385720847457277
"F5",-0.0218192608066102,0.111396955116776
"LILRB2",-0.0130818831434063,0.0249424404772046
"DYNLL1",4.6951741873152e-15,1
"AC019131.2",-0.0101879530879099,0.0135955672582094
"TCF4",-0.0240703638524161,0.257383289922584
"SPOCK2",-1.38306844705084e-15,0.999999999999999
"ENKUR",-0.0158079567982661,0.0408435952470507
"CEACAM4",-0.0085297373596127,0.00906029914062608
"AL445363.2",-0.00624170373598861,0.00452787378154081
"LINC01864",-0.00755020853783601,0.00679374071381358
"CD83",-5.44721919287813e-16,1
"SRSF7",-6.02967494633225e-15,0.999999999999999
"TSSK6",-0.00849314491411063,0.00906023288955721
"CTSL",-0.0205247878034391,0.0931687489889668
"PDE4B",-7.60278990225768e-15,1
"GRIN2D",-0.00734058476200082,0.00679345610576556
"AC026412.3",-0.0119641030166733,0.0204019725151932
"AC090921.1",-0.00750276991376479,0.00679367630545366
"IGF2BP2",-0.00746562527920118,0.00679362587366039
"S1PR3",-0.0100620521117693,0.0135952252697407
"AQP10",-0.0126124527631517,0.0226723071185074
"LINC01825",-0.014801942809421,0.0340271833570528
"IGHV3-7",-0.0171701090098184,0.588915487012453
"LINC01725",-0.0152679710471169,0.0362998612905661
"SCIMP",-0.019149203146884,0.0726823054478059
"LMNB1-DT",-0.00941592559574803,0.0113276357229786
"AC004895.1",-0.0131447452605337,0.0249427536554158
"FGA",-0.0113989247408594,0.0181326292212268
"RTKN2",-0.00761534079509985,0.831324636395968
"AL020998.1",-0.00750424475027954,0.00679367830786382
"AKR1E2",-0.0061642379522827,0.00452780367451288
"RNF17",-0.019083884740097,0.0704084722769439
"AC104452.1",-0.00626755358764449,0.00452789717594207
"GLI3",-0.0101843546744173,0.0135955574836749
"SFPQ",-7.04947771107341e-15,0.999999999999996
"PFKFB1",-0.00755227728321056,0.00679374352259712
"EGOT",-0.0121524432616655,0.0204027401065676
"AL592494.3",-0.00940612871103185,0.0113276135487603
"LGR4",-0.00746502149917129,0.0067936250539013
"PTPRD",-0.0175955009692956,0.0544849615722507
"VN1R1",-0.00752065020152924,0.00679370058183881
"AC016745.2",-0.00728042032662554,0.00679337442108245
"LINC00861",-2.26856600534714e-16,1
"TRGV7",4.45304132059289e-17,1
"MYH10",-0.0123177877038293,0.0226709726738859
"AL583722.2",-0.0113193097820872,0.0181323408254094
"CHGB",-0.0158535886074331,0.0431140519020776
"SRSF2",4.25540764683895e-15,1
"RFTN2",-0.0114718495960822,0.0181328933849439
"AC074050.4",-0.0126453387825968,0.022672456051298
"DOK7",-0.010239436333668,0.0135957071048803
"AC004771.1",-0.012476110998398,0.0226716896650042
"ZPBP2",-0.00625389507628985,0.0045278848148309
"SSPN",-0.00625609955979858,0.0045278868099129
"OVGP1",-0.00752770287928249,0.00679371015739694
"AC067838.1",-0.00625906472398686,0.00452788949342003
"FAM177B",-0.010115441037758,0.0135953702911017
"KIR3DL1",-2.09233325533839e-16,1
"AL162377.3",-0.00627015116265072,0.00452789952677948
"AMPH",-0.00944052809077563,0.0113276914082346
"SLC4A3",-0.00859336035393884,0.00906041433140997
"MMP19",-0.00853619426479311,0.00906031083095681
"SCRG1",-0.00735212859772408,0.00679347177877796
"GOLGA8Q",-0.00744026834201489,0.00679359144629731
"PI16",-0.0181517084252352,0.0613065492003911
"AL139125.1",-0.0094696075264672,0.0113277572267689
"IGHM",-0.0175558431246193,0.567502880947818
"AC021205.3",-0.00836753393601368,0.00906000547119223
"LINC02470",-0.0188317149015676,0.0658596944689072
"NPTX1",-0.0148027169601009,0.0340271886176996
"AL035420.3",-0.00754935284648554,0.00679373955202178
"TMPRSS9",-0.00627104936913098,0.00452790033966756
"GIMAP4",-4.4487238284444e-16,1
"IGHV4-61",-0.0242823068571189,0.227715352200452
"OR3A2",-0.00753159854973896,0.00679371544662759
"KIR3DL2",-1.71954165492996e-16,1
"AC009686.2",-0.00859244314144625,0.00906041267077205
"MT1E",9.77310785952816e-16,0.999999999999994
"CD55",-2.26802631882858e-15,0.999999999999999
"AL590708.1",-0.0159595860438785,0.040844831918209
"AARD",-0.00849946642770247,0.00906024433471737
"S100A8",-0.0213360787880886,0.444140718872195
"AC073957.3",-0.0124303590575684,0.0226714824692172
"AC127537.1",-0.00625258542720281,0.00452788362958418
"HOXA11-AS",-0.00754512814709562,0.00679373381605182
"AC004067.1",-0.00626713234272509,0.00452789679471028
"IGKV3-20",-8.88098094264805e-17,0.999999999999999
"ENTPD1",1.75174713415386e-16,0.999999999999999
"AC090186.1",-0.00748120457613918,0.00679364702586838
"ACTG2",-0.0181168279908146,0.0613061222962259
"AC087623.4",-0.0101328321952277,0.0135954175312025
"CD33",-0.00854395174780458,0.00906032487601458
"FPGT-TNNI3K",-0.00626775206565034,0.00452789735556709
"VWA8-AS1",-0.0100929292394354,0.0135953091417789
"AC098934.4",-0.0108730484947571,0.0158640250523687
"AL355987.3",-0.0114938730624273,0.0181329731633446
"KIR2DL3",3.23209470371781e-17,1
"MIR3945HG",-0.00622567057310745,0.00452785927138168
"HEMGN",-0.0207383474417633,0.0908981578462197
"AFF2",-0.00622563765037194,0.00452785924158633
"RANBP17",-0.0145028333104823,0.0317560892008295
"PLA2G4A",-0.00626877301037189,0.0045278982795346
"AC034102.4",-0.00851938854405822,0.00906028040394474
"EMP3",2.09727170075445e-15,1
"LRRC32",-0.0172253167561975,0.0522097148042772
"CD4",-4.22405107568247e-17,1
"AC093591.2",-0.00627191464091541,0.0045279011227494
"C1QC",-0.0192980186757233,0.0726844645804489
"CACNB2",-0.0164539054281088,0.0453896796115289
"AC023794.3",-0.0136020305313938,0.0272133775132745
"PRMT9",-9.45274743194041e-16,1
"ANKRD60",-0.00626950409019286,0.00452789894117087
"KCNN3",-0.00626828451345147,0.00452789783743887
"AC017002.3",-0.0111064609317595,0.746610890717559
"AL049840.2",-0.00617016630583816,0.00452780903969145
"AC084876.1",-0.0114358932168534,0.0181327631359595
"CALR",-3.27134175848121e-15,1
"AC005082.1",-0.00749026729866639,0.00679365933045623
"AC004982.1",-0.00754949400752288,0.00679373974367935
"HOPX",-1.65298324617225e-15,1
"HAP1",-0.00841113898136075,0.00906008441769549
"LINC01132",-0.0101544723863103,0.0135954763131899
"LINC00310",-0.00984863890578468,0.013594645579092
"NOXRED1",-0.00754343801700508,0.00679373152132461
"TNFRSF11A",-0.0130725090842299,0.024942393775938
"TKTL1",-0.00590004822780824,0.868706388242518
"AC080013.1",-0.00753951994093264,0.00679372620166712
"CFAP97D2",-0.0136204119985232,0.0272134774218313
"CLEC4E",-0.00617496789895054,0.00452781338515061
"S100A11",-6.7822680906263e-15,0.999999999999997
"AC011374.2",-0.00844103532014082,0.00906013854491986
"AL442128.2",-0.0101267634019923,0.0135954010463557
"SYT1",-0.0118582681103834,0.0204015411853533
"ISG15",3.60476016809109e-15,1
"B3GALT2",-0.0239234654146006,0.305163571189738
"LINC02288",-0.00753349841806604,0.00679371802611802
"CIRBP-AS1",-0.0101089440723108,0.0135953526432288
"MRC1",-0.014964786026685,0.0362976635645268
"TNFRSF1B",-4.30156700339436e-15,0.999999999999998
"MGST1",-0.0140769441925443,0.0294846222528203
"ZDHHC15",-0.00609977821463304,0.00452774533845324
"IL1R1",-0.0191697270516301,0.0704096787848389
"AC112484.3",-0.00753053475615836,0.0067937140022933
"CST3",-0.0015882010319407,0.96549176267774
"ASAP3",-0.00618057213109286,0.00452781845700364
"AC008764.2",-0.0084582455189082,0.00906016970400222
"PHLDA1",1.19452958933397e-15,1
"IFI27",-0.0161299541469252,0.61398003301132
"AC104984.3",-0.0085868945760079,0.00906040262494813
"TUBA1B",-3.59062100884725e-15,0.999999999999999
"BCO2",-0.0243155417981563,0.257395880711702
"TLR4",-0.00626866084334409,0.00452789817802206
"CCR2",-0.00310941561808326,0.933980332982857
"MT-ND6",2.02660445771735e-15,1
"COL4A3",-0.0101947492685305,0.0135955857189941
"IGHG1",-0.000241424363461652,0.994825180682837
"CCR4",-1.070279946827e-16,1
"SAMSN1",-4.64787191904824e-15,0.999999999999999
"AC009093.6",-0.00753496293573543,0.00679372001452422
"ACKR4",-0.00857074183936236,0.00906037338002457
"ADAMTS3",-0.00615607560161766,0.00452779628756512
"SLA",5.46761432294003e-16,0.999999999999998
"HAVCR2",1.75209855793339e-16,1
"ELF1",6.26809729174314e-16,1
"BAG3",-1.61024885949669e-16,1
"SLC35G5",-0.01207122565021,0.0204024090978046
"IGHV3-74",-0.0238351591942345,0.175233847136606
"IGLV1-36",-0.00625666480733066,0.00452788732146825
"IGHV7-4-1",-0.0155375315254091,0.633309181252188
"IRF4",1.58258302245333e-15,0.999999999999999
"IGLV5-52",-0.00848052446707144,0.0090602100401401
"AC243830.1",-0.00626209179836819,0.00452789223295741
"LINC02298",-0.0100314914705506,0.0135951422576344
"PTPRG",-0.00743919515619221,0.00679358998922429
"FAM160A1-DT",-0.00619728115577449,0.00452783357875624
"AL024508.1",-0.0102367598031247,0.0135956998344607
"GPR161",-0.00931592528806393,0.011327409383818
"IGHV3-23",-0.0240676465395698,0.298504030473006
"AC026369.3",-0.00620252880277313,0.00452783832790876
"AC106886.3",-0.00624341571312835,0.00452787533089716
"IGLV5-45",-0.00454318017022646,0.901641810579769
"ARL4D",-1.13752112178494e-16,1
"CA3-AS1",-0.00611706900113374,0.00452776098657735
"PDCD4",-2.86942897161389e-15,1
"IER3",-2.22960816921658e-16,0.999999999999999
"AC005696.1",-0.0075393466539752,0.00679372596639168
"AC073283.1",-0.01211904388319,0.0204026039844489
"KLRF1",-2.45243594713599e-17,0.999999999999999
"CD38",5.35781949353601e-16,0.999999999999999
"FOXB1",-0.0150336185231113,0.0362981625113403
"IGLV4-69",-0.0221805570725336,0.412749585110205
"MT-ND4",-9.50917510893952e-15,1
"C5AR2",-0.00730564626190361,0.00679340867003567
"SOX18",-0.00750445804638699,0.00679367859745954
"EPHB1",-0.0115673412011935,0.0181332392975886
"DEPP1",-0.00619432853934423,0.00452783090662147
"TNFRSF18",1.72960743604359e-16,1
"AC005041.1",-0.0107683480839351,0.0158636932209197
"TNNT3",-0.0120665105081915,0.020402389880955
"ZNF843",-0.014085982712139,0.0294846754773876
"AC026150.1",-0.00735484376285429,0.00679347546514773
"AL022322.2",-0.0126000746673519,0.0226722510612461
"AC008750.1",-0.00945718828616167,0.0113277291169774
"C12orf57",-5.54416038377467e-16,1
"HPGD",-0.000296487509731897,0.993740495143937
"ARMC2-AS1",-0.00625750241457049,0.00452788807951224
"PRR33",-0.0062011592781883,0.00452783708848042
"IGLC2",-0.0239537479331929,0.300782672716276
"AC034198.2",-0.00622994508605109,0.00452786313985274
"ZNF629",-0.0154882873030466,0.038571171901505
"AC004801.6",-0.00751918078740842,0.00679369858678746
"RHOB",6.58351033143471e-16,1
"RAB26",-0.0144289729651493,0.0317556207787612
"SGK1",-3.91373132750981e-17,1
"IGLV3-27",-0.0102056545482171,0.769806018442433
"FXYD2",-0.0188818458426766,0.533515195231681
"AC006157.1",-0.00626462149894006,0.00452789452236636
"SNX9",-8.48859119110629e-16,0.999999999999999
"GJB6",-0.0155894823548862,0.0385719513405791
"KIR2DL1",-9.04809249067881e-05,0.998148159590845
"SYNE4",-0.0144032517017596,0.031755457655404
"LCP1",-2.21349602431196e-14,1
"KLB",-0.0122089755013754,0.0204029705097416
"AL136373.1",-0.0100196914278854,0.013595110205155
"ANKRD18A",-0.0120549474002267,0.0204023427548396
"ARC",-0.0241365544678671,0.264237932803849
"AL365226.1",-0.00848858641650644,0.00906022463635867
"TIGIT",-2.03932474345134e-16,0.999999999999999
"PRSS35",-0.0223984405985692,0.127345698335623
"GK",-5.2570487247563e-17,1
"CELSR1",-0.0155712150923884,0.0385718106392617
"LINC02397",-0.0121015667300997,0.0204025327549478
"GPR25",-0.0218971182141336,0.418557090872209
"PDE3B",2.36076454407621e-16,0.999999999999999
"LRMDA",-0.0160319128637164,0.0431155871381141
"AC093835.1",-0.0162696791617329,0.0431176341673782
"LIMD2",-5.82373180632354e-15,0.999999999999999
"AC009148.1",-0.00857892031785561,0.0090603881873534
"AL365226.2",-0.00945141796047439,0.0113277160563955
"AC127024.5",-0.0101997356293435,0.0135955992636881
"AL137784.2",-0.012092259883141,0.0204024948242176
"AC105180.1",-0.00937408740449062,0.0113275410267839
"KLK14",-0.00753018431348858,0.00679371352649016
"AL360182.2",-0.00753160463283863,0.00679371545488673
"PPIAL4C",-0.00945871213850148,0.0113277325660731
"CNRIP1",-0.0062485876766435,0.00452788001157723
"UGGT2",-0.00933591395412629,0.011327454625677
"LPAR3",-0.0101299480382221,0.0135954096968782
"AL356215.1",-0.00945734628509776,0.011327729474593
"PABPC1",-2.25734497739042e-15,1
"SATB1",-2.34956416618868e-15,1
"CRYGS",-0.0202918108098925,0.0863416462734121
"ADAMTS1",-0.018112939598578,0.0590341437928412
"RBKS",-1.46232455001386e-16,0.999999999999998
"MT1G",-0.0191863417395917,0.512607826489608
"KLK1",-0.00932595625545311,0.0113274320876535
"AHNAK",8.26546219280442e-16,0.999999999999998
"RGS7BP",-0.00725523247005806,0.00679334022391439
"AC090515.2",-0.0113696231349412,0.0181325230793415
"BRD2",1.68365297210249e-15,1
"LINC00309",-0.00616907008622516,0.00452780804760902
"BLK",-0.0241434900930526,0.268460895184242
"AL157938.3",-0.0120941833231018,0.0204025026633338
"PRSS23",-0.000404533306983468,0.991674628180362
"IGLV1-51",-0.00446844862121009,0.901439597660312
"IGKV1-9",-0.00151349922455935,0.967887421861024
"CLEC7A",-0.0193068496306366,0.0749576822202883
"COL9A3",-0.0120330602405835,0.0204022535526035
"DMD",-0.010152422985682,0.0135954707463278
"SYCE3",-0.0102020740727574,0.0135956056157179
"AC108134.2",-0.0240115656010875,0.186640372833101
"SH2D1B",1.69167876955308e-16,1
"TAS2R4",-0.0155164758764933,0.0385713890187959
"MKRN3",-0.0187190726249221,0.0658582135488894
"SLC12A5-AS1",-0.00751443942821135,0.00679369214935634
"NFKBIZ",2.20126333122778e-15,1
"NPIPB9",-0.00851063632149083,0.00906026455793338
"SRRT",5.52546620755993e-15,1
"LINC01918",-0.0108632562485609,0.0158639940172407
"RBM47",-0.0158804866578171,0.0408441867901325
"ADH1C",-0.00852148338865684,0.00906028419668984
"LINGO2",-0.0121398911441162,0.0204026889492499
"HIST1H1E",1.52228999765064e-15,0.999999999999999
"TGM2",-0.0126204635833651,0.0226723433975204
"CLIC3",-3.33748418502846e-16,1
"EVL",-2.33423110740814e-15,1
"TRAJ37",-0.0139581468127507,0.029483922702555
"PSMD6-AS1",-0.0170228019488402,0.0499365783623439
"CDC20B",-0.0158534302793078,0.0408439661217077
"SERPINA1",-0.0231946795719168,0.364761453526325
"CXCL2",-0.0209653998380985,0.0977265825373615
"LINC02202",-0.00749206876010818,0.0067936617763275
"AC034229.4",-0.00755533888301387,0.00679374767940319
"GLIPR1L1",-0.0120956842762799,0.0204025087805762
"TRAJ40",-0.013069952673976,0.0249423810399904
"MYC",-7.55501526446672e-05,0.998449629635191
"AL133353.1",-0.00626246449579554,0.00452789257025296
"FABP5",-1.3333419822476e-15,1
"AC079793.1",-0.00626896288972753,0.00452789845137776
"RBP4",-0.0157245450618702,0.0408429149582454
"AL512770.1",-0.00744827022655767,0.00679360231052526
"AC084809.1",-0.00852191529033192,0.00906028497865389
"AL008635.1",-0.00627007478098206,0.00452789945765312
"AC093726.2",-0.0102440421533014,0.0135957196159475
"CCR9",-0.0226751963386132,0.13190701553811
"KIF17",-0.00747185365192347,0.00679363432999666
"FFAR2",-0.00937028675193669,0.01132753242444
"KLRC3",9.00851012206897e-16,1
"VTN",-0.0153238419295357,0.0385699053035088
"CRYBB2",-0.00626144326986753,0.00452789164603154
"C19orf81",-0.00623082473613424,0.00452786393594385
"PLEKHH3",-0.00853718462007811,0.00906031262401165
"AC105345.1",-0.00626777152776217,0.00452789737318053
"ITGA4",2.21075177327504e-15,1
"ATP5MC2",-3.54247328399642e-16,1
"CTAGE4",-0.00859134841757242,0.00906041068874519
"AC108471.2",-0.0195261122217936,0.0749609630052196
"IGKV3-15",-0.0177686356841351,0.572104110523672
"HLF",-0.0223595458704793,0.127344709936144
"PPDPF",-6.96475343841237e-15,1
"AL732292.2",-0.00626866222376149,0.00452789817927135
"AC098828.2",-0.00856622705559147,0.00906036520590689
"FBLN7",-0.0201439406390369,0.486377044046714
"B3GNT7",3.90030191879212e-17,0.999999999999999
"IGHA2",-0.0189483549523146,0.0681338462817702
"LAIR2",-3.43928089928526e-06,0.99993068963361
"BCL2L14",-0.0161055518302879,0.0431162211215077
"SLC7A5",-1.86704551096228e-15,1
"LINC01871",5.00244219648813e-16,1
"KLRG1",3.65819603639574e-15,0.999999999999997
"IGHV2-5",-0.0231928525078387,0.145587380370462
"AL355574.1",-0.00946262876388664,0.0113277414309867
"DGKK",-0.0125369456882128,0.0226719651671644
"CCER2",-0.00615946325214759,0.00452779935339659
"AC016205.1",-0.0101899207969254,0.0135955726031885
"ZBED3-AS1",-0.00847913059070671,0.0090602075165179
"AL359541.1",-0.0175818450051328,0.0544848130247923
"AC104532.2",-0.00853620599275102,0.00906031085219047
"FOSL2",1.29175223302537e-16,0.999999999999999
"FTCD",-0.0154787541613509,0.0385710984743766
"GJB2",-0.00626251812386402,0.00452789261878698
"DDX24",-9.69237397250653e-15,1
"SIX3",-0.0102474312508468,0.0135957288219624
"NRCAM",-0.00625532901722619,0.00452788611256329
"AC092849.1",-0.0085549787915578,0.00906034484068764
"AC130352.1",-0.00626092617417265,0.00452789117805392
"AC091185.1",-0.0135716091977271,0.0272132121649858
"IGHV3-49",-0.00938517880521952,0.0113275661309244
"MYH9",2.25726726017846e-15,1
"AC024896.1",-0.00855352699049786,0.00906034221217287
"AL034397.3",-0.0174933200549256,0.0544838500690365
"SOX5",-0.0120277698518007,0.0204022319913833
"AL359834.1",-0.0167594581478191,0.0476631494618438
"SLC18A2",-0.0113548915777892,0.0181324697159929
"GZMM",-4.35895607544747e-15,0.999999999999998
"NPIPA7",-0.00608367214327297,0.00452773076251807
"AC012640.1",-0.0108592684173378,0.015863981378387
"SCNN1A",-0.0084581378161374,0.00906016950900609
"TNFRSF10D",-0.0153348420467757,0.637405546837282
"CDKN1A",3.06607206958928e-16,0.999999999999999
"SLC24A5",-0.00751725976821622,0.00679369597858379
"SOCS1",-1.92337246739601e-15,1
"MYO1E",-2.08915161504873e-17,1
"AC026347.1",-0.00626655991658527,0.00452789627665766
"RANBP2",1.95307844498802e-15,1
"SPON1",-0.0227417072076862,0.134186093174735
"AL390036.1",-0.00742657685024232,0.0067935728572605
"IGHV4-4",-0.017566880998932,0.0544846502488882
"TECTA",-0.0062262046245443,0.00452785975470275
"LINC01554",-0.0146447509177163,0.0340261151870831
"S100A12",-0.0167475054077647,0.0476630357115041
"AANAT",-0.0121005121595892,0.0204025284569674
"AL158071.5",-0.00946694726487737,0.0113277512055121
"CD300LF",-0.0108601179808123,0.0158639840709551
"AL359076.1",-0.00747672293754424,0.00679364094108775
"AC068724.1",-0.00857714201917535,0.00906038496770053
"MIR155HG",-3.52227033881394e-16,0.999999999999998
"AC012368.1",-0.0184581579953757,0.0635824902245707
"AC046158.1",-0.00858843944229417,0.00906040542196869
"AC018682.1",-0.0126839169369233,0.0226726307630079
"ACOXL",-0.0184274560091875,0.0635821005227394
"SERTAD1",-2.92552765947654e-16,1
"LINC01686",-0.00748354746099407,0.00679365020683555
"LINC01393",-0.0062700451659377,0.00452789943085113
"AL137230.1",-0.0083618066102941,0.00905999510195124
"AL691403.2",-0.0168433874066383,0.0476639481931268
"RAB3B",-0.00940042171106187,0.011327600631576
"TNFSF9",2.43915463843968e-15,1
"GSPT1",-2.17867996059585e-15,1
"CLEC9A",-0.0131334396281884,0.0249426973307645
"GRID1",-0.00627209896220593,0.0045279012895625
"LPCAT2",-0.00576529134748505,0.00452744263388823
"AC130650.2",-0.0143417410931574,0.0317550675589641
"PDE4D",-2.67731453382593e-15,0.999999999999996
"AC009159.3",-0.0113955328199168,0.0181326169343456
"SLCO5A1",-0.00615610942964028,0.00452779631817956
"ID1",1.14633181797168e-16,0.999999999999999
"AC034243.1",-0.00859139490875897,0.00906041077291872
"KIR3DL3",-0.0238349014540281,0.172954156749636
"AC113615.1",-0.0102270317000944,0.0135956734094505
"IGFBP7",-0.0239840050065641,0.303070031701657
"IDI1",6.70225705407975e-15,1
"AC109347.1",-0.0185806236675723,0.0635840446992961
"LINC00469",-0.0115301673977035,0.0181331046373102
"AC053503.2",-0.00755217969983916,0.00679374339010591
"SIT1",-7.28057194897814e-16,1
"GPR75-ASB3",-0.0115366157566762,0.0181331279961382
"HLA-DRB5",9.9392057987523e-16,1
"CD44",9.42026465739047e-16,0.999999999999996
"SPTSSB",-0.023701997130812,0.175229191364579
"IGKV1-39",-0.0135832612373046,0.685636088866079
"AC126696.2",-0.00623218594056255,0.00452786516784605
"BANK1",-0.0232493164332136,0.156980934993933
"HLA-DPA1",-1.58955094019618e-16,1
"IL6R",-0.0115291259708167,0.736264879173813
"LINC01521",-0.0177752106244832,0.0567584886135079
"NUPR2",-0.00857585804338394,0.00906038264303159
"PCDH9",-0.0151179560253965,0.0362987738541216
"IGHV4-39",-0.0243548015302353,0.28252477478459
"KCNE5",-0.00622834281799335,0.00452786168978614
"CD1E",-0.00926581683668921,0.0113272959699692
"AC073052.2",-0.00730398706099978,0.00679340641735562
"AC078795.3",-0.00755219779517059,0.00679374341467436
"LHFPL2",-0.00849923141551419,0.00906024390922544
"RMRP",-1.75184754094801e-16,1
"INSIG1",1.19813168307413e-15,1
"SDC1",-0.00838725879449752,0.00906004118281079
"LINC02312",-0.00942941996390975,0.0113276662660974
"AC055764.2",-0.00853776982329908,0.00906031368353197
"AC239803.3",-0.00622690827761907,0.00452786039151476
"ZNF775",-0.0189941505187585,0.07040721107957
"MARCH1",-0.0177705073843844,0.0567584353184936
"SERPINH1",-5.48412992331301e-05,0.998877245647085
"COLQ",-0.0102751026619529,0.768265223945786
"APOC1",-0.0218068664129351,0.425545277776913
"ARHGAP44",-0.0101316272300655,0.0135954142581183
"NFKB1",3.14838053909449e-16,1
"AC104971.3",-0.0143740813871037,0.0317552726587907
"CDRT4",-0.00851551341474995,0.00906027338797165
"ALDH8A1",-0.00621759339398166,0.00452785196146947
"AC008878.3",-0.010205888165124,0.0135956159761292
"TTC23L",-0.00625496693441132,0.00452788578487432
"TRBV5-3",-0.0228284687947391,0.138743458465706
"DNALI1",-0.00624827635656432,0.00452787972982929
"SMAD6",-0.00626971292365851,0.00452789913016774
"BASP1",-0.0236122495235894,0.330480123476907
"ABCB4",-0.0101210999914928,0.0135953856626713
"MAL",-0.0177412529614966,0.5581525298401
"TESC-AS1",-0.0126647633429898,0.0226725440206416
"PLXDC2",-0.0185331557526036,0.0635834421798394
"AP003733.3",-0.0176904705994628,0.0567575283812605
"CCNH",5.49068905932084e-16,0.999999999999995
"AC008033.3",-0.0101290957162766,0.0135954073816904
"PPARG",-0.0193788612381938,0.0749587597085166
"AC016831.7",3.94829134605655e-15,0.999999999999998
"AC084036.1",-0.0107042762884331,0.0158634901571748
"TNFAIP2",-0.016359882807394,0.0453888274862876
"GADD45G",2.46949255129238e-16,0.999999999999999
"AC005899.7",-0.0130499407047343,0.0249422813411636
"PTGER4",3.17052023720477e-15,1
"RASD1",-6.2325007299324e-17,0.999999999999998
"KIR3DX1",-0.0230589720265805,0.362461668165019
"KIR2DL4",5.622780472451e-17,1
"GPR150",-0.0161716100969642,0.0431167898439938
"AC103810.2",-0.00610647410483908,0.00452775139821608
"IGKV1D-39",-0.0238746036564569,0.323637521545547
"AQP9",-0.0120743734827102,0.0204024219269936
"ARID5B",6.52393144995542e-17,1
"PSMB9",-3.84767055992561e-15,1
"PRDM1",-6.19112057989296e-16,1
"FAM209B",-0.0100415934308278,0.0135951696976393
"LINC01023",-0.0188131319291286,0.0658594501554409
"SQSTM1",-3.35065575223648e-15,0.999999999999999
"CAVIN3",-0.00604181431677195,0.00452769288144921
"DRICH1",-0.0114490024995775,0.0181328106231885
"GTSCR1",-0.0084680016467504,0.0090601873675054
"IFITM3",4.71259288347299e-17,1
"PRSS40A",-0.0115365076898016,0.0181331276046717
"PFKFB3",-4.71315014118053e-15,1
"JCHAIN",-0.00824670188354147,0.813123340282274
"WWC1",-0.00850329815811722,0.00906025127210504
"IGLV2-14",-4.44284342851743e-05,0.999024104281945
"AC015849.1",-0.0174054754472062,0.052211592793074
"IGKC",-0.000297450745692666,0.993404871533668
"AC012414.5",-0.0130400759431659,0.0249422321953912
"PHACTR1",-0.0235369871500051,0.170664433686459
"IL6",-0.00854878243962398,0.00906033362207156
"AC010761.1",-0.00997368970176768,0.0135949852509354
"HLA-DPB1",-2.70896126492895e-15,1
"GBP1",3.24881243494394e-16,1
