"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","CD8_State"
0,0.321940780540666,0.95,0.878,0,"1","UBA52","CD8_Naive_Memory"
2.94180785404326e-46,0.321822632999609,0.518,0.48,5.56737136377687e-42,"1","UQCRH","CD8_Naive_Memory"
5.51578263215806e-25,0.319370872932195,0.406,0.374,1.04386186313591e-20,"1","ZAP70","CD8_Naive_Memory"
7.84092593975582e-14,0.31908117863658,0.362,0.342,1.48389523409879e-09,"1","CMC1","CD8_Naive_Memory"
0,0.318192227704949,0.961,0.907,0,"1","IFITM1","CD8_Naive_Memory"
4.65454262012636e-84,0.315628434770596,0.667,0.614,8.80872190858914e-80,"1","FXYD5","CD8_Naive_Memory"
3.47532734933204e-132,0.314579098834424,0.791,0.723,6.57705700861089e-128,"1","TOMM7","CD8_Naive_Memory"
0,0.314418459111233,0.967,0.897,0,"1","MT-ATP6","CD8_Naive_Memory"
1.57953581860479e-38,0.313504378098706,0.487,0.449,2.98927153670956e-34,"1","SEPT6","CD8_Naive_Memory"
5.22612310832186e-168,0.313362591963441,0.8,0.742,9.89043798249912e-164,"1","SRP14","CD8_Naive_Memory"
0,0.310890108065336,0.994,0.954,0,"1","FAU","CD8_Naive_Memory"
7.17079958139113e-68,0.310200688695658,0.614,0.576,1.35707382077827e-63,"1","COX7A2","CD8_Naive_Memory"
3.60893360220195e-15,0.308705915197387,0.337,0.313,6.82990684216719e-11,"1","PSMA6","CD8_Naive_Memory"
2.34821483517697e-30,0.306090126813406,0.414,0.363,4.44399657557242e-26,"1","ISG15","CD8_Naive_Memory"
8.22385408065578e-07,0.305963357252599,0.264,0.255,0.0155636438476411,"1","MGST3","CD8_Naive_Memory"
8.39433844958099e-08,0.305222518718506,0.254,0.238,0.0015886285515832,"1","DUT","CD8_Naive_Memory"
1.71933540796602e-191,0.304313439811858,0.887,0.817,3.25384225957569e-187,"1","MT-ND4","CD8_Naive_Memory"
0,0.301283296520872,0.945,0.883,0,"1","NACA","CD8_Naive_Memory"
3.50086172141328e-18,0.30068683295995,0.369,0.342,6.62538080777463e-14,"1","FCMR","CD8_Naive_Memory"
8.46241260786483e-15,0.299120121914787,0.268,0.232,1.60151158603842e-10,"1","GBP2","CD8_Naive_Memory"
1.53628688234086e-121,0.297914350683443,0.742,0.697,2.90742292483007e-117,"1","ITGB2","CD8_Naive_Memory"
3.24613117488996e-12,0.297665028614611,0.307,0.283,6.14330324847925e-08,"1","CHST12","CD8_Naive_Memory"
2.59869864756141e-27,0.296797266272354,0.444,0.408,4.91803719050997e-23,"1","ZFAS1","CD8_Naive_Memory"
5.67798601197099e-08,0.295768467319072,0.25,0.232,0.00107455885276551,"1","RSF1","CD8_Naive_Memory"
1.13950965118618e-08,0.293745852485182,0.286,0.272,0.000215652201486984,"1","PSMB2","CD8_Naive_Memory"
1.72466604847647e-25,0.292445772032242,0.411,0.373,3.26393049674172e-21,"1","GNAI2","CD8_Naive_Memory"
2.98272598762606e-12,0.291570122926371,0.323,0.303,5.64480893158231e-08,"1","OTUB1","CD8_Naive_Memory"
3.07591758222356e-18,0.291533675317738,0.404,0.387,5.82117402435809e-14,"1","NDUFA13","CD8_Naive_Memory"
3.66702077340863e-13,0.291220352428132,0.336,0.316,6.93983681367584e-09,"1","SIGIRR","CD8_Naive_Memory"
5.19888556119614e-38,0.290142205594872,0.513,0.481,9.83889092456369e-34,"1","IL2RG","CD8_Naive_Memory"
6.67118486086493e-43,0.288769202655058,0.543,0.506,1.26252173491869e-38,"1","ARL6IP5","CD8_Naive_Memory"
1.0463306423906e-83,0.288166575452363,0.678,0.642,1.98018074072422e-79,"1","SON","CD8_Naive_Memory"
4.70332821114246e-17,0.287880288846306,0.27,0.226,8.90104863958711e-13,"1","IFNG","CD8_Naive_Memory"
5.15479581943014e-07,0.285295307604996,0.257,0.242,0.00975545108827155,"1","RER1","CD8_Naive_Memory"
1.51445714193242e-90,0.284613213426167,0.698,0.66,2.86611014110711e-86,"1","CD37","CD8_Naive_Memory"
2.29517214807068e-87,0.283395518592664,0.705,0.652,4.34361329022377e-83,"1","UQCRB","CD8_Naive_Memory"
1.61641826076969e-14,0.279646875913995,0.362,0.337,3.05907155850664e-10,"1","BAX","CD8_Naive_Memory"
1.83378452683695e-19,0.277565451225565,0.414,0.392,3.47043721703892e-15,"1","SEPT9","CD8_Naive_Memory"
1.26566981870785e-07,0.276947858857948,0.273,0.258,0.0023952801319046,"1","PSMC5","CD8_Naive_Memory"
2.37595755697493e-35,0.275215707444562,0.516,0.484,4.49649967657505e-31,"1","DBI","CD8_Naive_Memory"
8.40234804134965e-25,0.274667168988914,0.442,0.415,1.59014436682542e-20,"1","EIF3H","CD8_Naive_Memory"
1.88604284506527e-10,0.268478951358669,0.32,0.303,3.56933608428602e-06,"1","MATK","CD8_Naive_Memory"
2.87270162941427e-40,0.268443292073578,0.552,0.528,5.4365878336665e-36,"1","SEC61B","CD8_Naive_Memory"
8.05761833981229e-24,0.263329135475686,0.465,0.441,1.52490427080948e-19,"1","CIB1","CD8_Naive_Memory"
0,0.263111506856234,0.984,0.957,0,"1","IL32","CD8_Naive_Memory"
7.87992077364388e-07,0.258041612463202,0.257,0.241,0.014912750064121,"1","KPNB1","CD8_Naive_Memory"
6.52481842501646e-18,0.255714794372815,0.414,0.39,1.23482188693437e-13,"1","CDK2AP2","CD8_Naive_Memory"
4.77314279570274e-11,0.251363028288225,0.36,0.349,9.03317274086743e-07,"1","CD63","CD8_Naive_Memory"
2.57701138714737e-282,0.250962903182254,0.944,0.902,4.87699405017641e-278,"1","CD3E","CD8_Naive_Memory"
7.67443867919582e-35,0.933700266762091,0.265,0.241,1.45238752003781e-30,"2","ATP8A1","CD8_PD1_Dysfunctional"
1.25671759222824e-53,0.864134748827927,0.316,0.285,2.37833804329194e-49,"2","PDCD1","CD8_PD1_Dysfunctional"
5.08652030774252e-73,0.792957301755371,0.385,0.373,9.62623968240271e-69,"2","SRRT","CD8_PD1_Dysfunctional"
0,0.764415605060436,0.877,0.711,0,"2","CREM","CD8_PD1_Dysfunctional"
1.88127691042426e-241,0.742465788681916,0.56,0.533,3.56031655297791e-237,"2","TENT5C","CD8_PD1_Dysfunctional"
0,0.6983119644613,0.909,0.735,0,"2","CXCR4","CD8_PD1_Dysfunctional"
1.61413937299452e-29,0.672083294726875,0.35,0.373,3.05475876339212e-25,"2","ISG15","CD8_PD1_Dysfunctional"
1.48891958082409e-186,0.660755453969484,0.555,0.536,2.81778030670959e-182,"2","RGS1","CD8_PD1_Dysfunctional"
2.14449512933424e-308,0.623467130160356,0.637,0.645,4.05845703226505e-304,"2","LEPROTL1","CD8_PD1_Dysfunctional"
0,0.620440827552175,0.811,0.731,0,"2","CD8A","CD8_PD1_Dysfunctional"
7.25284958680251e-09,0.615615256860362,0.266,0.288,0.000137260178430237,"2","ITK","CD8_PD1_Dysfunctional"
1.4177560566317e-17,0.599805157702989,0.272,0.267,2.68310333717549e-13,"2","DUSP4","CD8_PD1_Dysfunctional"
0,0.579969951004892,0.943,0.843,0,"2","DUSP2","CD8_PD1_Dysfunctional"
0,0.565635017890243,0.926,0.896,0,"2","SARAF","CD8_PD1_Dysfunctional"
1.15446934865015e-06,0.560317482583083,0.286,0.33,0.021848332423204,"2","NAA50","CD8_PD1_Dysfunctional"
0,0.553341237966542,0.974,0.926,0,"2","BTG1","CD8_PD1_Dysfunctional"
4.64640392821971e-28,0.540936759335363,0.372,0.406,8.7933194341558e-24,"2","HLA-DQA1","CD8_PD1_Dysfunctional"
3.12330473351434e-37,0.53648052743145,0.406,0.459,5.91085420817588e-33,"2","GSPT1","CD8_PD1_Dysfunctional"
0,0.531720149016738,0.891,0.851,0,"2","ZFP36L2","CD8_PD1_Dysfunctional"
4.4944404300463e-256,0.525602036649033,0.644,0.663,8.50572851386262e-252,"2","EZR","CD8_PD1_Dysfunctional"
6.69969651229715e-162,0.510002783382741,0.569,0.609,1.26791756495224e-157,"2","COTL1","CD8_PD1_Dysfunctional"
3.65742531256744e-211,0.501799670279346,0.624,0.634,6.92167740403388e-207,"2","TNFAIP3","CD8_PD1_Dysfunctional"
4.15765875295716e-09,0.497983921333257,0.322,0.371,7.86836918997143e-05,"2","TSPYL2","CD8_PD1_Dysfunctional"
2.29006258669962e-06,0.497911790660063,0.312,0.374,0.0433394344532903,"2","NSMCE3","CD8_PD1_Dysfunctional"
3.61973003704994e-52,0.488806874281396,0.459,0.522,6.85033909511701e-48,"2","ISG20","CD8_PD1_Dysfunctional"
2.21406427703847e-97,0.487643538618804,0.516,0.579,4.19011664429531e-93,"2","SH2D2A","CD8_PD1_Dysfunctional"
8.20614194575826e-08,0.467732016942517,0.332,0.4,0.00155301236323475,"2","CNOT6L","CD8_PD1_Dysfunctional"
1.14601203426668e-14,0.467333608673393,0.361,0.425,2.16882777484969e-10,"2","FOSL2","CD8_PD1_Dysfunctional"
4.78485245877843e-07,0.461316172996783,0.321,0.38,0.00905533327823817,"2","AC016831.7","CD8_PD1_Dysfunctional"
3.27650192460982e-37,0.452547919162523,0.431,0.494,6.20077989232408e-33,"2","ATP1B3","CD8_PD1_Dysfunctional"
5.83740529633293e-68,0.452239510777662,0.493,0.58,1.10472895233101e-63,"2","MYH9","CD8_PD1_Dysfunctional"
2.67487428795759e-70,0.448401455207184,0.493,0.555,5.06219958995974e-66,"2","SYTL3","CD8_PD1_Dysfunctional"
7.8169109996136e-09,0.448301979773046,0.342,0.415,0.000147935040667687,"2","USP36","CD8_PD1_Dysfunctional"
5.30758821872637e-126,0.447712021066945,0.559,0.605,1.00446107039397e-121,"2","PIK3R1","CD8_PD1_Dysfunctional"
1.11172796422339e-09,0.436902298939318,0.34,0.396,2.10394517229277e-05,"2","STAT1","CD8_PD1_Dysfunctional"
0,0.434828388629544,0.785,0.785,0,"2","NR4A2","CD8_PD1_Dysfunctional"
2.28114032182628e-59,0.430242396043539,0.51,0.569,4.31705805905624e-55,"2","TSC22D3","CD8_PD1_Dysfunctional"
5.76698232905868e-10,0.429490574860674,0.357,0.429,1.09140140577435e-05,"2","ITGA4","CD8_PD1_Dysfunctional"
0,0.426045482882801,0.833,0.815,0,"2","ZFP36","CD8_PD1_Dysfunctional"
0,0.415823526444667,0.968,0.938,0,"2","SRGN","CD8_PD1_Dysfunctional"
2.38608091264763e-150,0.413022018538602,0.599,0.67,4.51565812718564e-146,"2","SELENOK","CD8_PD1_Dysfunctional"
9.61563303981148e-36,0.410179071792321,0.453,0.552,1.81975855278432e-31,"2","ETS1","CD8_PD1_Dysfunctional"
5.71453496308928e-57,0.409405040306669,0.494,0.576,1.08147574176465e-52,"2","HSPD1","CD8_PD1_Dysfunctional"
3.54628296750534e-194,0.407807247151754,0.625,0.715,6.71134051600386e-190,"2","FYN","CD8_PD1_Dysfunctional"
1.61231342803625e-55,0.405266137517855,0.491,0.564,3.0513031625586e-51,"2","ITM2A","CD8_PD1_Dysfunctional"
6.86804580840079e-153,0.404611584323583,0.614,0.666,1.29977766923985e-148,"2","YPEL5","CD8_PD1_Dysfunctional"
5.75316244756843e-50,0.396749762351913,0.474,0.558,1.08878599320233e-45,"2","VPS37B","CD8_PD1_Dysfunctional"
0,0.395752595682477,0.871,0.921,0,"2","MT-ATP8","CD8_PD1_Dysfunctional"
4.33755806303568e-13,0.394825982042311,0.387,0.476,8.20882863429502e-09,"2","PTPN22","CD8_PD1_Dysfunctional"
1.09729324740509e-40,0.394651564289408,0.456,0.531,2.07662747071414e-36,"2","CEMIP2","CD8_PD1_Dysfunctional"
1.17884856290784e-11,0.393251159424325,0.369,0.442,2.23097090530309e-07,"2","RNF19A","CD8_PD1_Dysfunctional"
4.32951665464926e-142,0.390731758833108,0.592,0.677,8.19361026892373e-138,"2","SFPQ","CD8_PD1_Dysfunctional"
0,0.384019198906812,0.983,0.981,0,"2","PTMA","CD8_PD1_Dysfunctional"
0,0.374442467091189,0.996,0.996,0,"2","HLA-A","CD8_PD1_Dysfunctional"
0,0.371795248237452,0.935,0.952,0,"2","HSPA8","CD8_PD1_Dysfunctional"
1.05094812563488e-52,0.371080351004833,0.494,0.6,1.98891932776402e-48,"2","STK17B","CD8_PD1_Dysfunctional"
0,0.367119219027514,0.889,0.929,0,"2","ARHGDIB","CD8_PD1_Dysfunctional"
2.77706474150277e-95,0.365664865126472,0.563,0.63,5.25559502329398e-91,"2","ZNF331","CD8_PD1_Dysfunctional"
1.81932070516953e-14,0.36373201837621,0.403,0.494,3.44306443453334e-10,"2","CLEC2B","CD8_PD1_Dysfunctional"
0,0.363440462291419,0.992,0.988,0,"2","TMSB4X","CD8_PD1_Dysfunctional"
1.77126725338132e-19,0.357807589574996,0.427,0.539,3.35212327702414e-15,"2","MSN","CD8_PD1_Dysfunctional"
2.10145048231886e-20,0.355696769281385,0.455,0.557,3.97699503778845e-16,"2","SAT1","CD8_PD1_Dysfunctional"
0,0.354359888266594,0.964,0.959,0,"2","CCL5","CD8_PD1_Dysfunctional"
9.29828981703753e-18,0.354046805496708,0.422,0.536,1.75970134787435e-13,"2","UBE2B","CD8_PD1_Dysfunctional"
9.05187448863991e-08,0.353274556075811,0.382,0.494,0.0017130672469751,"2","TERF2IP","CD8_PD1_Dysfunctional"
0,0.351168177601302,0.834,0.907,0,"2","HSP90AA1","CD8_PD1_Dysfunctional"
0,0.350598887314217,0.9,0.95,0,"2","FTH1","CD8_PD1_Dysfunctional"
1.01574165926161e-92,0.350521993780268,0.585,0.672,1.92229109015259e-88,"2","DNAJA1","CD8_PD1_Dysfunctional"
0,0.347284994713558,0.885,0.933,0,"2","CALM1","CD8_PD1_Dysfunctional"
0,0.347142974391302,0.969,0.971,0,"2","H3F3B","CD8_PD1_Dysfunctional"
2.51235025911645e-101,0.343075220669295,0.601,0.674,4.75462286537787e-97,"2","TUBA4A","CD8_PD1_Dysfunctional"
7.39896594915349e-21,0.342897786997213,0.439,0.551,1.4002543058773e-16,"2","STK4","CD8_PD1_Dysfunctional"
0,0.339648186327777,1,1,0,"2","B2M","CD8_PD1_Dysfunctional"
0,0.336711029865005,0.882,0.927,0,"2","CST7","CD8_PD1_Dysfunctional"
4.11364044700826e-209,0.334039366568558,0.664,0.787,7.78506454596314e-205,"2","YWHAB","CD8_PD1_Dysfunctional"
5.22000045239156e-270,0.330561378512443,0.741,0.829,9.87885085615103e-266,"2","HSP90AB1","CD8_PD1_Dysfunctional"
0,0.329875204752888,0.989,0.994,0,"2","HLA-C","CD8_PD1_Dysfunctional"
5.66332149561254e-134,0.32733586836797,0.662,0.722,1.07178359304467e-129,"2","DNAJB1","CD8_PD1_Dysfunctional"
5.16838797767596e-70,0.326726740585414,0.547,0.655,9.78117424775176e-66,"2","IRF1","CD8_PD1_Dysfunctional"
0,0.326351847928346,0.949,0.964,0,"2","PFN1","CD8_PD1_Dysfunctional"
2.83155934544522e-16,0.321441014944885,0.42,0.523,5.35872606125507e-12,"2","TNFRSF1B","CD8_PD1_Dysfunctional"
0,0.321377740353451,0.996,0.995,0,"2","ACTB","CD8_PD1_Dysfunctional"
0,0.315238290132023,0.999,0.999,0,"2","MALAT1","CD8_PD1_Dysfunctional"
1.98989427597312e-116,0.313929423623108,0.596,0.73,3.76587491727912e-112,"2","CALR","CD8_PD1_Dysfunctional"
0,0.30991416016246,0.965,0.973,0,"2","TPT1","CD8_PD1_Dysfunctional"
0,0.307578735274951,0.951,0.963,0,"2","IL32","CD8_PD1_Dysfunctional"
0,0.307322719858329,0.991,0.995,0,"2","HLA-B","CD8_PD1_Dysfunctional"
0,0.306011655305159,0.998,0.996,0,"2","EEF1A1","CD8_PD1_Dysfunctional"
2.26361795137002e-34,0.305884036224801,0.485,0.593,4.28389697296777e-30,"2","ALOX5AP","CD8_PD1_Dysfunctional"
0,0.305818148094742,0.87,0.939,0,"2","PTPRC","CD8_PD1_Dysfunctional"
1.00089909824021e-234,0.304707501933323,0.698,0.805,1.8942015434196e-230,"2","SRSF7","CD8_PD1_Dysfunctional"
3.12766047185869e-23,0.301500098660104,0.464,0.588,5.91909744299256e-19,"2","ELF1","CD8_PD1_Dysfunctional"
1.22806570083723e-135,0.30026019006604,0.637,0.753,2.32411433883446e-131,"2","RARRES3","CD8_PD1_Dysfunctional"
0,0.300056917033444,0.973,0.981,0,"2","EIF1","CD8_PD1_Dysfunctional"
4.30115184583825e-09,0.29961119171896,0.179,0.254,8.13992986824888e-05,"2","GOLPH3","CD8_PD1_Dysfunctional"
0,0.296665168589212,0.876,0.913,0,"2","NKG7","CD8_PD1_Dysfunctional"
1.39680389941359e-08,0.294580337195258,0.405,0.522,0.000264345137964021,"2","DNAJB6","CD8_PD1_Dysfunctional"
0,0.293609020470159,0.857,0.923,0,"2","IFITM1","CD8_PD1_Dysfunctional"
1.57564691852964e-204,0.29215041567609,0.694,0.812,2.98191179331734e-200,"2","PNRC1","CD8_PD1_Dysfunctional"
3.87557070066803e-07,0.290237190779983,0.201,0.279,0.00733451755101424,"2","PPM1G","CD8_PD1_Dysfunctional"
1.47411621958688e-100,0.28923353419561,0.589,0.723,2.78976494556817e-96,"2","LCP1","CD8_PD1_Dysfunctional"
2.6723194522918e-08,0.28902437844429,0.181,0.254,0.000505736456346224,"2","MTHFD2","CD8_PD1_Dysfunctional"
1.94106633339469e-08,0.286032143468625,0.185,0.26,0.000367346803594946,"2","CHIC2","CD8_PD1_Dysfunctional"
0,0.284069530614649,0.818,0.909,0,"2","PPIA","CD8_PD1_Dysfunctional"
0,0.279481718615367,0.83,0.915,0,"2","RACK1","CD8_PD1_Dysfunctional"
3.91364565801601e-10,0.273884160506022,0.42,0.489,7.4065744077953e-06,"2","RGCC","CD8_PD1_Dysfunctional"
0,0.273481361012008,0.942,0.962,0,"2","FAU","CD8_PD1_Dysfunctional"
0,0.273248727623206,0.977,0.994,0,"2","MT-CO2","CD8_PD1_Dysfunctional"
0,0.272864021229784,0.889,0.944,0,"2","CD74","CD8_PD1_Dysfunctional"
6.8441890356527e-270,0.270625580309583,0.727,0.836,1.29526277499727e-265,"2","YWHAZ","CD8_PD1_Dysfunctional"
5.91165376640933e-50,0.268389473201792,0.554,0.63,1.11878047529297e-45,"2","CD52","CD8_PD1_Dysfunctional"
0,0.26717064503305,0.814,0.903,0,"2","NACA","CD8_PD1_Dysfunctional"
8.41481884495921e-08,0.266290208488081,0.205,0.288,0.00159250446640853,"2","NAMPT","CD8_PD1_Dysfunctional"
1.73876791875972e-48,0.265569032023099,0.533,0.658,3.29061828625277e-44,"2","LITAF","CD8_PD1_Dysfunctional"
4.86231748632087e-07,0.265256544152716,0.197,0.27,0.00920193584286225,"2","PDE7A","CD8_PD1_Dysfunctional"
0,0.265039733651053,0.815,0.897,0,"2","SH3BGRL3","CD8_PD1_Dysfunctional"
1.02794179907888e-21,0.264796213179745,0.466,0.61,1.94537985475678e-17,"2","WIPF1","CD8_PD1_Dysfunctional"
4.80657468450742e-07,0.264771940495212,0.251,0.363,0.0090964425904303,"2","UQCRFS1","CD8_PD1_Dysfunctional"
6.06705586016171e-08,0.259017402458943,0.227,0.323,0.0011481903215356,"2","CCT6A","CD8_PD1_Dysfunctional"
5.23952781857522e-14,0.257834575571408,0.451,0.543,9.91580639665361e-10,"2","KLF6","CD8_PD1_Dysfunctional"
0,0.255572026617886,0.818,0.912,0,"2","MYL6","CD8_PD1_Dysfunctional"
0,0.255274372552512,0.995,0.998,0,"2","MT-CO1","CD8_PD1_Dysfunctional"
0,0.255130060739382,0.929,0.977,0,"2","MT-ND4L","CD8_PD1_Dysfunctional"
2.18912154152823e-70,0.253765173885197,0.561,0.71,4.14291251734217e-66,"2","NCL","CD8_PD1_Dysfunctional"
1.43715460778613e-07,0.253697506306849,0.22,0.309,0.00271981509523526,"2","PPP1CB","CD8_PD1_Dysfunctional"
1.24027149276504e-21,0.251237593600448,0.477,0.623,2.34721380005783e-17,"2","SOD1","CD8_PD1_Dysfunctional"
0,3.3418624376447,0.439,0.035,0,"4","GEM","CD8_Activated"
0,2.91628659135214,0.379,0.034,0,"4","LAYN","CD8_Activated"
0,2.74600058082277,0.318,0.041,0,"4","NBL1","CD8_Activated"
0,2.58134815231043,0.575,0.082,0,"4","SNX9","CD8_Activated"
0,2.44675412470486,0.381,0.055,0,"4","AKAP5","CD8_Activated"
0,2.02591075435974,0.727,0.166,0,"4","TNFRSF9","CD8_Activated"
0,1.99425919407662,0.506,0.108,0,"4","VCAM1","CD8_Activated"
0,1.93984134146678,0.844,0.224,0,"4","DUSP4","CD8_Activated"
0,1.8280401157398,0.344,0.084,0,"4","CD200R1","CD8_Activated"
0,1.80904085824663,0.334,0.074,0,"4","ASB2","CD8_Activated"
0,1.79793211675924,0.419,0.083,0,"4","CTLA4","CD8_Activated"
0,1.78887818504818,0.343,0.076,0,"4","NAB1","CD8_Activated"
0,1.75545961480953,0.296,0.072,0,"4","ID3","CD8_Activated"
0,1.73635670629473,0.389,0.096,0,"4","GFOD1","CD8_Activated"
0,1.70630051538924,0.374,0.1,0,"4","PLEKHO1","CD8_Activated"
0,1.53020023080605,0.414,0.117,0,"4","RHOB","CD8_Activated"
0,1.51256463900827,0.376,0.106,0,"4","GTF3C1","CD8_Activated"
2.32173461146729e-277,1.50146689875702,0.272,0.077,4.39388275220185e-273,"4","NFATC1","CD8_Activated"
0,1.44197914088741,0.469,0.148,0,"4","LIMS1","CD8_Activated"
4.41593914712402e-278,1.36612362672796,0.302,0.09,8.35716483593221e-274,"4","AD000671.2","CD8_Activated"
0,1.34045408435106,0.738,0.254,0,"4","PDCD1","CD8_Activated"
8.17969658413976e-315,1.29637225425591,0.407,0.137,1.54800757854845e-310,"4","PHLDA1","CD8_Activated"
1.64636644381518e-219,1.2095669157892,0.286,0.094,3.11574849492024e-215,"4","BANP","CD8_Activated"
0,1.20347754491997,0.689,0.278,0,"4","SLC7A5","CD8_Activated"
2.59934882813231e-293,1.19688250154707,0.446,0.165,4.9192676572404e-289,"4","STX11","CD8_Activated"
0,1.18305503219821,0.529,0.183,0,"4","ICOS","CD8_Activated"
4.00145092571621e-202,1.16855524756283,0.292,0.103,7.57274587691792e-198,"4","PTPN11","CD8_Activated"
2.35905948251085e-207,1.10490422626886,0.301,0.105,4.46452007065179e-203,"4","CD82","CD8_Activated"
7.50782909480421e-278,1.09321977967125,0.535,0.233,1.4208566561917e-273,"4","CRTAM","CD8_Activated"
1.81324926295338e-219,1.09070354983432,0.359,0.135,3.43157423013927e-215,"4","BCL2L11","CD8_Activated"
1.34695988186322e-193,1.05108065665141,0.334,0.128,2.54912157642614e-189,"4","IGFLR1","CD8_Activated"
4.9503581950605e-176,1.04474588897903,0.305,0.118,9.368552884152e-172,"4","MT1E","CD8_Activated"
2.20143378638061e-191,1.04445250298153,0.35,0.139,4.16621344072531e-187,"4","TGIF1","CD8_Activated"
3.32313409102711e-236,1.02727861129908,0.394,0.147,6.28903126726881e-232,"4","AHI1","CD8_Activated"
1.26135816608844e-183,1.02695566639017,0.32,0.123,2.38712032932237e-179,"4","ITGAE","CD8_Activated"
1.41298337865273e-157,1.02585257316949,0.293,0.116,2.67407104410029e-153,"4","ITM2C","CD8_Activated"
9.71181714717665e-238,1.01814090610084,0.433,0.17,1.83796139510318e-233,"4","PCED1B","CD8_Activated"
4.18003652575307e-210,1.00776144939112,0.363,0.138,7.91071912498768e-206,"4","GPR137B","CD8_Activated"
5.92579764544483e-175,0.980071215776177,0.327,0.13,1.12145720440043e-170,"4","PRDM1","CD8_Activated"
5.83274193316681e-221,0.972830984269055,0.44,0.182,1.10384641085182e-216,"4","GGA2","CD8_Activated"
1.12196708003647e-164,0.963898758615617,0.334,0.139,2.12332269896901e-160,"4","IRF4","CD8_Activated"
8.35610244691414e-143,0.959773371944516,0.278,0.113,1.5813923880785e-138,"4","RAB35","CD8_Activated"
0,0.957919755496132,0.764,0.344,0,"4","SRRT","CD8_Activated"
1.26482578468822e-141,0.950341338590285,0.263,0.104,2.39368279752245e-137,"4","SEC14L1","CD8_Activated"
8.29244970134055e-249,0.930916465952969,0.497,0.201,1.5693461059787e-244,"4","PDE4D","CD8_Activated"
1.25944395089676e-181,0.924307969144559,0.406,0.176,2.38349767707212e-177,"4","PHPT1","CD8_Activated"
5.15417850101619e-278,0.909945932500452,0.666,0.317,9.75428281317314e-274,"4","LAG3","CD8_Activated"
4.72777127656935e-136,0.904534507239581,0.302,0.129,8.94730714090749e-132,"4","SFMBT2","CD8_Activated"
7.24514214873144e-167,0.904393875282962,0.401,0.181,1.37114315164742e-162,"4","YBX3","CD8_Activated"
2.26586969740034e-137,0.903591507504018,0.289,0.121,4.28815840233015e-133,"4","RALGDS","CD8_Activated"
1.04070819386837e-229,0.893135477540725,0.529,0.233,1.9695402568959e-225,"4","TOX","CD8_Activated"
8.58895440397178e-136,0.886117051644844,0.31,0.134,1.62545962095166e-131,"4","TMEM70","CD8_Activated"
1.69708727150446e-129,0.881244607174388,0.255,0.103,3.21173766132219e-125,"4","GALM","CD8_Activated"
0,0.87725419358977,0.885,0.449,0,"4","RGCC","CD8_Activated"
5.0073485550143e-312,0.876943390671421,0.777,0.387,9.47640714036456e-308,"4","SLA","CD8_Activated"
7.04400645685901e-152,0.871961796413965,0.381,0.173,1.33307822196057e-147,"4","RIC8A","CD8_Activated"
2.27041507658784e-152,0.858857976186546,0.384,0.174,4.29676053244249e-148,"4","PTMS","CD8_Activated"
1.45723353612052e-180,0.853780427797311,0.456,0.209,2.75781446710808e-176,"4","PFKFB3","CD8_Activated"
9.84672532593075e-136,0.845944792530121,0.347,0.157,1.86349276793239e-131,"4","METRNL","CD8_Activated"
4.99316468417954e-260,0.843770591981314,0.694,0.335,9.44956416480978e-256,"4","TIGIT","CD8_Activated"
1.68928481807148e-142,0.838010808272875,0.344,0.152,3.19697151820029e-138,"4","CHST11","CD8_Activated"
2.0703376227777e-305,0.837746576960417,0.798,0.405,3.91811395110679e-301,"4","RNF19A","CD8_Activated"
3.22432498565954e-181,0.831132009164727,0.431,0.187,6.10203503536068e-177,"4","HNRNPLL","CD8_Activated"
3.35486927635759e-170,0.815760707004715,0.518,0.262,6.34909010550674e-166,"4","HOPX","CD8_Activated"
3.07544014609871e-191,0.814314431297509,0.543,0.257,5.82027047649181e-187,"4","RELB","CD8_Activated"
7.04688891113883e-114,0.802496037631178,0.314,0.147,1.33362372643302e-109,"4","NINJ1","CD8_Activated"
1.65096851134675e-168,0.797049480308092,0.48,0.228,3.12445790772373e-164,"4","IL21R","CD8_Activated"
4.88838412543e-107,0.780894775456011,0.261,0.115,9.25126695737628e-103,"4","RCAN3","CD8_Activated"
1.46967160144801e-155,0.780450101968064,0.482,0.239,2.78135350574036e-151,"4","PIM3","CD8_Activated"
3.18608478738879e-107,0.77928294032833,0.293,0.136,6.02966546013329e-103,"4","IRF2BP2","CD8_Activated"
1.1108975361548e-225,0.778231276967918,0.672,0.331,2.10237358717295e-221,"4","LYST","CD8_Activated"
5.05158667658717e-200,0.772096257801239,0.613,0.311,9.56012778544121e-196,"4","ZBTB1","CD8_Activated"
2.41744830589514e-119,0.76416929289067,0.364,0.177,4.57502091890656e-115,"4","MAP2K3","CD8_Activated"
7.00862190491241e-114,0.761315889277168,0.294,0.132,1.32638169550467e-109,"4","TMPO","CD8_Activated"
1.72401972165762e-95,0.760805539466881,0.266,0.124,3.26270732323705e-91,"4","FAS","CD8_Activated"
1.05072310226461e-166,0.754140751859826,0.537,0.268,1.98849347103577e-162,"4","ARID5A","CD8_Activated"
3.50572469585534e-102,0.75012457162066,0.256,0.113,6.63458398690623e-98,"4","TRAF1","CD8_Activated"
3.36645564382985e-303,0.739984761604336,0.911,0.527,6.37101730594798e-299,"4","ITM2A","CD8_Activated"
