"Cells","nCount_RNA_Median","nCount_RNA_Mean","nCount_RNA_Min","nCount_RNA_Max","nFeature_RNA_Median","nFeature_RNA_Mean","nFeature_RNA_Min","nFeature_RNA_Max","percent_mt_Median","percent_mt_Mean","percent_mt_Min","percent_mt_Max","RNA_complexity_Median","RNA_complexity_Mean","RNA_complexity_Min","RNA_complexity_Max"
44229,2246.37434411049,2224.21920216543,1105.34102392197,4080.01446735859,1099,1116.20009496032,455,4125,1.7959136984994,1.84341630332969,0,4.39322840802826,0.48908569396541,0.488138923504177,0.348627403427003,1.01102582674677
