"Rank","Gene"
1303,"G3BP2"
1304,"AL022322.2"
1305,"DDX3Y"
1306,"CHMP1B"
1307,"U62317.4"
1308,"OR52N4"
1309,"AC005261.2"
1310,"ARID5B"
1311,"TMEM240"
1312,"AL359541.1"
1313,"POTEF"
1314,"GYPC"
1315,"EGOT"
1316,"KIR3DX1"
1317,"GRM2"
1318,"AL158834.2"
1319,"AC008735.4"
1320,"AC090527.3"
1321,"AL031595.2"
1322,"AL391244.3"
1323,"AC240565.1"
1324,"AL357093.2"
1325,"STX1B"
1326,"AC130650.2"
1327,"AC092301.1"
1328,"CTAGE4"
1329,"SERPINB9"
1330,"TRAV15"
1331,"HBQ1"
1332,"RNF125"
1333,"PSME2"
1334,"MT1X"
1335,"FAM181A-AS1"
1336,"CSF1"
1337,"DIO1"
1338,"AP000911.1"
1339,"JUND"
1340,"MCF2L-AS1"
1341,"AC138904.3"
1342,"IGLV1-40"
1343,"IGKV2-28"
1344,"FAM41C"
1345,"LINC02397"
1346,"AP003097.2"
1347,"CHN1"
1348,"AL360182.2"
1349,"CRHBP"
1350,"AC093525.3"
1351,"CCND2"
1352,"MYT1L"
1353,"AC012640.4"
1354,"RBFOX3"
1355,"TRBV5-3"
1356,"GADD45G"
1357,"CNTF"
1358,"PLCE1"
1359,"GJB2"
1360,"AL356056.2"
1361,"TFCP2L1"
1362,"AC013731.1"
1363,"RNF217"
1364,"Z95115.1"
1365,"AC113414.1"
1366,"SMAD5-AS1"
1367,"H3F3C"
1368,"S100A12"
1369,"AC112484.3"
1370,"AC023794.3"
1371,"AC127002.1"
1372,"AC021151.1"
1373,"DEGS2"
1374,"ATP2C2-AS1"
1375,"TRAJ24"
1376,"FKBP9"
1377,"PRSS33"
1378,"SLC38A2"
1379,"IGHV4-31"
1380,"HPX"
1381,"DNAH8"
1382,"PFKFB4"
1383,"EIF4G2"
1384,"LINC01023"
1385,"AL391056.1"
1386,"GPR65"
1387,"AC090948.3"
1388,"PSD2"
1389,"RBP4"
1390,"LAG3"
1391,"NFE2L2"
1392,"AC083973.1"
1393,"MME"
1394,"AL049780.1"
1395,"SSTR3"
1396,"AP003721.4"
1397,"F2RL1"
1398,"TEAD2"
1399,"AC006157.1"
1400,"PMEL"
1401,"LINC01781"
1402,"COMMD6"
1403,"PSORS1C1"
1404,"HAL"
1405,"AL160290.2"
1406,"SELENOP"
1407,"AL035661.1"
1408,"TRAT1"
1409,"CRYBB2"
1410,"AC108471.2"
1411,"AC068831.6"
1412,"AL023806.1"
1413,"GPX2"
1414,"IGLV2-14"
1415,"LIPG"
1416,"KLK14"
1417,"FOXH1"
1418,"AC073052.2"
1419,"RUNDC3A-AS1"
1420,"AC126118.1"
1421,"LINC01725"
1422,"HMGB2"
1423,"MT1G"
1424,"CLEC2D"
1425,"HSPB1"
1426,"AF111167.1"
1427,"ELFN1-AS1"
1428,"RAB26"
1429,"AC009495.1"
1430,"AC105411.1"
1431,"CELSR1"
1432,"AC105339.3"
1433,"AC107464.3"
1434,"FP671120.3"
1435,"AC021205.3"
1436,"CLECL1"
1437,"TET2-AS1"
1438,"AC084346.2"
1439,"IFITM3"
1440,"AC138207.2"
1441,"CYTOR"
1442,"AES"
1443,"C1QTNF3"
1444,"FYN"
1445,"AC026412.3"
1446,"TFF3"
1447,"DPYSL4"
1448,"TMCO2"
1449,"HIST1H1D"
1450,"LMNB1"
1451,"MYO7B"
1452,"AL390208.1"
1453,"FXYD2"
1454,"AC106886.3"
1455,"SYAP1"
1456,"C12orf74"
1457,"CRYGS"
1458,"AC010336.6"
1459,"AL356608.1"
1460,"NAALAD2"
1461,"AC019186.1"
1462,"UQCRB"
1463,"AC092687.3"
1464,"RSPH14"
1465,"AC025031.2"
1466,"F7"
1467,"AC103974.1"
1468,"TPTE2"
1469,"AL121652.1"
1470,"AC246817.1"
1471,"RFTN2"
1472,"AC092140.1"
1473,"DACT3-AS1"
1474,"ASIC1"
1475,"AC138356.1"
1476,"PTGDR"
1477,"AC009318.3"
1478,"SLA2"
1479,"AL049557.1"
1480,"AC137932.3"
1481,"TNFAIP6"
1482,"C2orf27B"
1483,"AC104506.1"
1484,"MAGED4"
1485,"PLAC8"
1486,"AC093157.2"
1487,"SOX2"
1488,"AC007038.1"
1489,"MTRNR2L6"
1490,"AKAP13"
1491,"ADAM12"
1492,"TRBV7-4"
1493,"AC015674.1"
1494,"CD200R1"
1495,"ZNF843"
1496,"TAS2R14"
1497,"SLC38A1"
1498,"ANKRD20A3"
1499,"GFPT2"
1500,"AC005786.3"
1501,"SH2D1A"
1502,"CFAP97D2"
1503,"AC027271.1"
1504,"RSAD2"
1505,"ADH1C"
1506,"RND2"
1507,"SPRY3"
1508,"CALM2"
1509,"GNG2"
1510,"AC110491.3"
1511,"ST6GALNAC5"
1512,"PTGS2"
1513,"LRG1"
1514,"EIF2S3B"
1515,"SOX18"
1516,"AC092794.1"
1517,"BX649632.1"
1518,"CR559946.1"
1519,"LYST"
1520,"MIR181A2HG"
1521,"AOAH"
1522,"INSL6"
1523,"AL162274.2"
1524,"CHD1"
1525,"NFKB1"
1526,"DGAT2"
1527,"AL133342.1"
1528,"HNRNPU"
1529,"AC007998.2"
1530,"ARHGEF37"
1531,"AL121935.2"
1532,"AC005899.7"
1533,"LURAP1"
1534,"AP005717.1"
1535,"MARCKSL1"
1536,"AC008764.4"
1537,"EFNA3"
1538,"IFIT3"
1539,"ADM"
1540,"GPC5"
1541,"ITM2C"
1542,"TRAJ30"
1543,"IGHG3"
1544,"ARHGAP44"
1545,"PLD4"
1546,"AL590133.1"
1547,"IGKV1-27"
1548,"TRAF3IP3"
1549,"FAM86B2"
1550,"SNRPD2"
1551,"SIRPG"
1552,"KLB"
1553,"LINC01562"
1554,"USP36"
1555,"MSS51"
1556,"BTK"
1557,"TMED7-TICAM2"
1558,"LINC01317"
1559,"AC116651.1"
1560,"AC002553.2"
1561,"SPRY1"
1562,"AL080317.2"
1563,"AC006059.1"
1564,"TNFRSF4"
1565,"BLK"
1566,"APBB2"
1567,"SYNE2"
1568,"PCDHB13"
1569,"HOXB3"
1570,"HERPUD1"
1571,"RTN2"
1572,"AC007938.2"
1573,"PMFBP1"
1574,"AC243772.2"
1575,"RCSD1"
1576,"USP50"
1577,"AC008781.1"
1578,"AC098936.1"
1579,"AC053513.1"
1580,"SRSF12"
1581,"EBLN2"
1582,"RNF208"
1583,"RASL11A"
1584,"UXT-AS1"
1585,"SEC23A-AS1"
1586,"LINC01393"
1587,"SLC26A5"
1588,"ZGLP1"
1589,"CISH"
1590,"LINC01291"
1591,"EPS8"
1592,"AC078881.1"
1593,"AANAT"
1594,"GUCA2A"
1595,"COL4A4"
1596,"IL6"
1597,"AC098484.2"
1598,"CSF3R"
1599,"AC126614.1"
1600,"GIMAP1"
1601,"AL583839.1"
1602,"NALT1"
1603,"FLNA"
1604,"PRDM16"
1605,"EHD2"
1606,"IGHV3-7"
1607,"ANKK1"
1608,"AC114488.2"
1609,"TRAJ16"
1610,"AC022893.1"
1611,"NDUFS5"
1612,"CIRBP-AS1"
1613,"AC040162.1"
1614,"BX284668.6"
1615,"LINC02312"
1616,"PRR22"
1617,"TMEM72-AS1"
1618,"IGKV1D-12"
1619,"SEPT10"
1620,"MAP3K8"
1621,"LDHD"
1622,"C6orf163"
1623,"AL645933.2"
1624,"HOXA7"
1625,"AC022973.4"
1626,"MT-ND2"
1627,"AF106564.1"
1628,"RASGEF1B"
1629,"CAHM"
1630,"PPP1R14A"
1631,"AC020916.1"
1632,"TINCR"
1633,"AC008378.1"
1634,"ARL4C"
1635,"AC018809.2"
1636,"AL645940.1"
1637,"IGFBP3"
1638,"KPNA2"
1639,"RASGRF1"
1640,"CCR8"
1641,"AL031663.3"
1642,"AC092376.2"
1643,"AP000223.1"
1644,"OASL"
1645,"AC117383.1"
1646,"PLS3"
1647,"MYLK4"
1648,"STON1"
1649,"AC126283.1"
1650,"BHLHE41"
1651,"ANKRD60"
1652,"CXCR3"
1653,"AKAP5"
1654,"XIST"
1655,"IL24"
1656,"SH3RF1"
1657,"ITGA1"
1658,"CD70"
1659,"CYTIP"
1660,"HSP90B1"
1661,"TBX1"
1662,"C9orf147"
1663,"AC139795.3"
1664,"HMGN2"
1665,"AC092723.5"
1666,"CSE1L-AS1"
1667,"AC022034.2"
1668,"MYC"
1669,"RORA"
1670,"CD22"
1671,"AC004156.1"
1672,"AL136382.1"
1673,"IDS"
1674,"IGHV3-15"
1675,"HHLA2"
1676,"TOMM7"
1677,"AC035140.1"
1678,"HBZ"
1679,"LINC01505"
1680,"LINC02298"
1681,"ABLIM1"
1682,"AC097534.2"
1683,"AL136309.4"
1684,"AC104653.1"
1685,"FOXJ1"
1686,"PCDHGA5"
1687,"AL137145.2"
1688,"BIRC6-AS1"
1689,"AC010422.3"
1690,"UBXN7-AS1"
1691,"AC019131.2"
1692,"STMN1"
1693,"AC254562.2"
1694,"AL928654.1"
1695,"AC087482.1"
1696,"WDR17"
1697,"GPR83"
1698,"SLC6A13"
1699,"CYR61"
1700,"HSPB9"
1701,"RGPD2"
1702,"TEAD3"
1703,"IGHM"
1704,"AC012313.1"
1705,"HRH2"
1706,"AL353194.1"
1707,"GREB1L"
1708,"LYSMD1"
1709,"GATA3"
1710,"AC139792.1"
1711,"DNAJB4"
1712,"TBX6"
1713,"NID2"
1714,"SOGA1"
1715,"S100Z"
1716,"OSBP2"
1717,"KMT2E"
1718,"AC135068.8"
1719,"AC109449.1"
1720,"AL513165.1"
1721,"AC008079.2"
1722,"FAM177B"
1723,"GSTP1"
1724,"ENO1-AS1"
1725,"AC026471.3"
1726,"PNPLA3"
1727,"DNAAF1"
1728,"AL844908.1"
1729,"POF1B"
1730,"SATB2"
1731,"PRSS35"
1732,"CTSK"
1733,"CALB2"
1734,"NRIR"
1735,"NMB"
1736,"PGK1"
1737,"AC005759.1"
1738,"SRSF5"
1739,"PTP4A1"
1740,"C20orf197"
1741,"MNDA"
1742,"PNRC1"
1743,"CLIC1"
1744,"RPA4"
1745,"AC036108.3"
1746,"STEAP1"
1747,"AC092919.1"
1748,"GAD1"
1749,"AL133492.1"
1750,"C10orf105"
1751,"UACA"
1752,"AC131159.1"
1753,"SEZ6"
1754,"ATP12A"
1755,"SRSF3"
1756,"IKZF3"
1757,"UPK2"
1758,"SCART1"
1759,"AC021851.1"
1760,"AC092164.1"
1761,"CSF2RA"
1762,"DENND2D"
1763,"B3GALT2"
1764,"SIRPD"
1765,"SLAMF1"
1766,"AC079601.1"
1767,"AC022400.7"
1768,"SAG"
1769,"CKLF-CMTM1"
1770,"RAB9B"
1771,"RAMP2"
1772,"AC087623.3"
1773,"BRWD1-AS2"
1774,"DENND6A-DT"
1775,"IGHV1-18"
1776,"RGMA"
1777,"CCDC62"
1778,"KRT8"
1779,"GLIS1"
1780,"SLC25A5"
1781,"LINC00309"
1782,"LRRC69"
1783,"IGLV7-46"
1784,"BATF"
1785,"AC015819.1"
1786,"IGKV4-1"
1787,"ATP6V1G2"
1788,"AP003096.1"
1789,"CDKN1B"
1790,"SLFN5"
1791,"TNNT3"
1792,"NOVA1"
1793,"EPHA2"
1794,"AC110597.3"
1795,"CTSC"
1796,"ASAP3"
1797,"SEMA5B"
1798,"LINC01857"
1799,"ACTA2-AS1"
1800,"AP006284.1"
1801,"CHRNA6"
1802,"MBNL1"
1803,"AC105180.1"
1804,"HAVCR1"
1805,"AC091965.1"
1806,"AC098650.1"
1807,"CD48"
1808,"SCARNA9"
1809,"AC013468.1"
1810,"CD3G"
1811,"NFKBID"
1812,"CLEC10A"
1813,"TRAC"
1814,"EFCAB8"
1815,"AL591845.1"
1816,"FBXO24"
1817,"NKX2-3"
1818,"AKNA"
1819,"AC004982.1"
1820,"AHI1"
1821,"AC074044.1"
1822,"HSFX1"
1823,"AC017002.3"
1824,"ARPC1B"
1825,"AC008033.3"
1826,"UBE2L5"
1827,"FBLL1"
1828,"TEX29"
1829,"URGCP-MRPS24"
1830,"ATP5MF-PTCD1"
1831,"AC022762.2"
1832,"SBSPON"
1833,"S1PR5"
1834,"AC084032.1"
1835,"KLF1"
1836,"APOA2"
1837,"LINC02541"
1838,"ADGRG1"
1839,"IVNS1ABP"
1840,"CACYBP"
1841,"PRSS12"
1842,"MSN"
1843,"SCAANT1"
1844,"HOXA-AS2"
1845,"TRG-AS1"
1846,"ZPBP2"
1847,"PPIAL4G"
1848,"PRPH2"
1849,"AC021097.1"
1850,"LINC00563"
1851,"AL360181.2"
1852,"AL117381.1"
1853,"SMIM35"
1854,"AUTS2"
1855,"PPP2R3A"
1856,"CD5L"
1857,"AC027808.2"
1858,"AC112236.2"
1859,"CCL23"
1860,"TRAJ26"
1861,"STK17A"
1862,"CD302"
1863,"AC139887.1"
1864,"PDK4"
1865,"NEFL"
1866,"IL2RB"
1867,"Z97989.1"
1868,"ZNF433"
1869,"AC105345.1"
1870,"GMFG"
1871,"DRD3"
1872,"SALL2"
1873,"SMIM2-AS1"
1874,"ZNF460-AS1"
1875,"C1orf220"
1876,"ACOT6"
1877,"FPGT-TNNI3K"
1878,"AC112491.1"
1879,"AC127537.1"
1880,"SDK2"
1881,"AC073314.1"
1882,"RTKN2"
1883,"WDR64"
1884,"SERPINA3"
1885,"RHOBTB1"
1886,"AC023157.3"
1887,"MXD1"
1888,"IGHV1-46"
1889,"DNASE1L3"
1890,"SLFNL1-AS1"
1891,"AC068724.1"
1892,"DTHD1"
1893,"OMD"
1894,"LINC02413"
1895,"AC005224.1"
1896,"DST"
1897,"IGHA2"
1898,"AC093390.2"
1899,"LINC01191"
1900,"CETP"
1901,"TRAJ39"
1902,"PLCD4"
1903,"MAF"
1904,"LCAT"
1905,"KCNQ1OT1"
1906,"AC012557.1"
1907,"LCP2"
1908,"TM4SF19-AS1"
1909,"TRPV1"
1910,"CD5"
1911,"PLEK"
1912,"AL133417.1"
1913,"C5"
1914,"AL590666.1"
1915,"IGKV2D-28"
1916,"COBL"
1917,"CCL19"
1918,"SLC25A6"
1919,"CACNA1C"
1920,"AC007285.1"
1921,"GPRC5B"
1922,"AL354707.2"
1923,"BACH1-IT2"
1924,"TNXB"
1925,"NEB"
1926,"XBP1"
1927,"ECM1"
1928,"Z97198.1"
1929,"PPP1R27"
1930,"CLEC9A"
1931,"FAM171A1"
1932,"AL035587.1"
1933,"AL355574.1"
1934,"MX1"
1935,"POLN"
1936,"CD8B2"
1937,"B3GNT7"
1938,"RUNX3"
1939,"MSH4"
1940,"CCDC39"
1941,"UNC5B-AS1"
1942,"CU634019.6"
1943,"GEMIN7-AS1"
1944,"AP001107.7"
1945,"AL158151.3"
1946,"AC040977.1"
1947,"IFIT1"
1948,"LY6E"
1949,"AL512770.1"
1950,"AC053503.2"
1951,"LINC00470"
1952,"AC092338.1"
1953,"AL121917.1"
1954,"AL353596.1"
1955,"HDHD5-AS1"
1956,"BCL3"
1957,"IGHV4-28"
1958,"BX323046.1"
1959,"AC010320.4"
1960,"LINC01792"
1961,"AC113189.1"
1962,"ANKRD37"
1963,"AC084876.1"
1964,"CR936218.1"
1965,"AC019129.2"
1966,"AC009299.3"
1967,"AC034111.1"
1968,"FGFR2"
1969,"AL451060.1"
1970,"APOBEC3G"
1971,"ZNF436-AS1"
1972,"CAMK4"
1973,"ITGAD"
1974,"BCL2L11"
1975,"AC006942.1"
1976,"PIK3R2"
1977,"TMEM17"
1978,"NSMCE3"
1979,"KRTAP12-3"
1980,"AC022296.3"
1981,"AC007773.1"
1982,"SNHG8"
1983,"NPIPA2"
1984,"SH2D1B"
1985,"GHET1"
1986,"PPL"
1987,"COL6A2"
1988,"ACVR2A"
1989,"AC009107.2"
1990,"MIA-RAB4B"
1991,"ABCA10"
1992,"AC026740.1"
1993,"ZNF80"
1994,"COG8"
1995,"IGLV3-12"
1996,"CYCS"
1997,"AL031281.2"
1998,"SLC51A"
1999,"CHI3L2"
2000,"AL136295.6"
