"Rank","Gene"
1316,"ARHGAP44"
1317,"WLS"
1318,"ZNF550"
1319,"ZNF816"
1320,"CD276"
1321,"CFAP58-DT"
1322,"ARMH1"
1323,"F5"
1324,"IFI30"
1325,"FIGNL2"
1326,"CPVL"
1327,"TYMP"
1328,"NATD1"
1329,"AC016773.1"
1330,"AC091045.1"
1331,"PARP2"
1332,"ACAD10"
1333,"HCG11"
1334,"TMEM44"
1335,"TUBA8"
1336,"GALR2"
1337,"LINC01001"
1338,"GRN"
1339,"ECHDC2"
1340,"FAM216A"
1341,"BOLA2"
1342,"ZNF703"
1343,"ADCY9"
1344,"KRT23"
1345,"AP001453.4"
1346,"AC019069.1"
1347,"LINC01431"
1348,"HOMER2"
1349,"NFXL1"
1350,"CACNA2D3"
1351,"ZHX3"
1352,"CSE1L-AS1"
1353,"AC012510.1"
1354,"DBP"
1355,"ACACB"
1356,"SMAGP"
1357,"CD93"
1358,"KCNJ15"
1359,"TMPRSS5"
1360,"PINLYP"
1361,"CCDC144A"
1362,"AC004069.1"
1363,"AL589765.7"
1364,"MGST1"
1365,"SERPINB10"
1366,"UTS2"
1367,"HIST2H2AA3"
1368,"GPR27"
1369,"SYP"
1370,"ZNF48"
1371,"C9orf139"
1372,"DMGDH"
1373,"ID3"
1374,"UNC5CL"
1375,"TRBV27"
1376,"FUT7"
1377,"TMED7-TICAM2"
1378,"ZNF184"
1379,"ANO8"
1380,"RAMP3"
1381,"IL1R2"
1382,"MSS51"
1383,"LRRC37A3"
1384,"LAMP5"
1385,"SDCBP"
1386,"DBN1"
1387,"AL365361.1"
1388,"WDR90"
1389,"SEMA4B"
1390,"SMARCD3"
1391,"AC020922.4"
1392,"YWHAZ"
1393,"NECAB2"
1394,"AL365275.1"
1395,"CCDC9B"
1396,"FAM193B"
1397,"AC020636.1"
1398,"GCHFR"
1399,"IGKV1-5"
1400,"TBKBP1"
1401,"GBP1"
1402,"AC010642.2"
1403,"RNASE2"
1404,"RHBDL2"
1405,"AL021707.7"
1406,"AL158196.1"
1407,"RUSC2"
1408,"AC092329.1"
1409,"TMEM177"
1410,"LINC02067"
1411,"ARRDC1-AS1"
1412,"MARCKSL1"
1413,"ZKSCAN4"
1414,"PAQR8"
1415,"PDCD1LG2"
1416,"MGAT1"
1417,"BTG2"
1418,"AP001267.2"
1419,"ABCC5"
1420,"RTN4IP1"
1421,"EPHB3"
1422,"TLDC1"
1423,"MMD"
1424,"ERI2"
1425,"GIMAP6"
1426,"WIZ"
1427,"AP003352.1"
1428,"SIGLEC14"
1429,"EIF4E3"
1430,"FO393401.1"
1431,"NSUN5"
1432,"REL"
1433,"KLHL31"
1434,"ZFP1"
1435,"CBWD3"
1436,"KYAT1"
1437,"AC146944.4"
1438,"ARID3A"
1439,"ZBTB22"
1440,"AL121574.1"
1441,"AC117382.2"
1442,"ZNF888"
1443,"HES1"
1444,"FAM200B"
1445,"AC003102.1"
1446,"AC007249.2"
1447,"CTSK"
1448,"AL109811.3"
1449,"ZNF444"
1450,"STAB1"
1451,"RAB11FIP3"
1452,"IRS1"
1453,"AP000766.1"
1454,"AGBL5"
1455,"GIMAP8"
1456,"LINC02542"
1457,"CACNB1"
1458,"ERP27"
1459,"ZNF519"
1460,"LTA4H"
1461,"NAIP"
1462,"AC026401.3"
1463,"TMSB4Y"
1464,"AC007336.1"
1465,"PARP8"
1466,"CD69"
1467,"BCL3"
1468,"TYRO3"
1469,"RUBCNL"
1470,"PLP2"
1471,"AC009163.7"
1472,"CLDN5"
1473,"DNAAF4"
1474,"AC110285.2"
1475,"LINC00677"
1476,"GZMB"
1477,"IL10"
1478,"HHEX"
1479,"AC005261.3"
1480,"SLC25A29"
1481,"RAP1B"
1482,"LINC01146"
1483,"AC010531.6"
1484,"CMTM6"
1485,"CCDC154"
1486,"AGO4"
1487,"FAAH2"
1488,"AL512306.2"
1489,"PGM2L1"
1490,"SPTY2D1OS"
1491,"IQCD"
1492,"BCAS4"
1493,"TIFA"
1494,"AL157392.5"
1495,"MCTP2"
1496,"AC020656.1"
1497,"P3H4"
1498,"PITPNA-AS1"
1499,"PRRG4"
1500,"ZNRF1"
1501,"HMGN2"
1502,"SLC15A4"
1503,"FAM78A"
1504,"UCKL1-AS1"
1505,"YBX3"
1506,"ZNF205"
1507,"SCNN1A"
1508,"PSMB9"
1509,"E2F2"
1510,"HSD17B1"
1511,"AC005332.4"
1512,"DNAJC27-AS1"
1513,"AC083798.2"
1514,"ZFPM1"
1515,"CXCL16"
1516,"AC012645.1"
1517,"TONSL"
1518,"AL590399.1"
1519,"ENGASE"
1520,"NEIL3"
1521,"SIRT4"
1522,"HEXIM2"
1523,"POLR3G"
1524,"AP003774.1"
1525,"WTAP"
1526,"AL049780.2"
1527,"MHENCR"
1528,"FBXO31"
1529,"FDXACB1"
1530,"AC073283.1"
1531,"GIMAP1"
1532,"MFGE8"
1533,"KIAA1522"
1534,"POLN"
1535,"FBXL8"
1536,"BCR"
1537,"PCNX2"
1538,"RNF217"
1539,"ARHGAP31-AS1"
1540,"TTC9"
1541,"ING1"
1542,"ETFBKMT"
1543,"PBLD"
1544,"AL031665.2"
1545,"TPM3"
1546,"MTHFSD"
1547,"DYRK2"
1548,"MT-ND6"
1549,"MAP3K8"
1550,"HBEGF"
1551,"ELF3"
1552,"TRIM62"
1553,"FAM217B"
1554,"IKZF4"
1555,"KIAA1257"
1556,"MSRB1"
1557,"BPGM"
1558,"LINC02352"
1559,"LMAN2L"
1560,"AC093525.3"
1561,"PLS1"
1562,"BLVRB"
1563,"AC024909.2"
1564,"CYP1B1-AS1"
1565,"EME2"
1566,"PRMT5-AS1"
1567,"PRKN"
1568,"RPH3A"
1569,"SYNGAP1-AS1"
1570,"NR4A3"
1571,"AC016394.1"
1572,"UNKL"
1573,"SLC22A5"
1574,"PYGM"
1575,"CTSD"
1576,"CEP192"
1577,"PITPNM2"
1578,"PCLAF"
1579,"AMN1"
1580,"AL358113.1"
1581,"ITGAM"
1582,"AC016831.1"
1583,"AC026471.3"
1584,"IRF2BP1"
1585,"NT5DC2"
1586,"FNBP1L"
1587,"AC090152.1"
1588,"AL049840.2"
1589,"SMIM5"
1590,"GBP5"
1591,"ZNF280D"
1592,"SLC25A28"
1593,"APLP2"
1594,"AC002451.1"
1595,"AC012368.1"
1596,"MT1H"
1597,"MRPS31"
1598,"ZNF251"
1599,"UCP2"
1600,"WSB1"
1601,"AC027031.2"
1602,"LDB2"
1603,"AC011978.2"
1604,"CASR"
1605,"ADO"
1606,"TBC1D14"
1607,"L3MBTL1"
1608,"AL034397.3"
1609,"BEND3"
1610,"SLX1A"
1611,"AC073896.2"
1612,"DUS4L"
1613,"NLRP12"
1614,"METTL25"
1615,"FLNA"
1616,"INPPL1"
1617,"SLC4A11"
1618,"CCDC149"
1619,"ABCA9"
1620,"AC073111.5"
1621,"AF111167.2"
1622,"MRPL23"
1623,"ZSWIM9"
1624,"CD1A"
1625,"HIST2H4A"
1626,"STON1"
1627,"TFAP2E"
1628,"AKAP12"
1629,"AL391832.3"
1630,"LMO2"
1631,"HEBP2"
1632,"ZNF219"
1633,"AC015912.3"
1634,"VARS2"
1635,"XIST"
1636,"FBXL19-AS1"
1637,"NXPE3"
1638,"KMT5A"
1639,"TBC1D2B"
1640,"DEFB1"
1641,"DNAJC25-GNG10"
1642,"DPP4"
1643,"ETV2"
1644,"LRRC8C"
1645,"AC008040.5"
1646,"AC006581.2"
1647,"ALS2CR12"
1648,"MAP3K10"
1649,"C22orf42"
1650,"AC114490.3"
1651,"AL356481.1"
1652,"ASAH1"
1653,"FBXW4"
1654,"QPCT"
1655,"PLIN4"
1656,"CCP110"
1657,"AZU1"
1658,"KCNE1B"
1659,"TNIP3"
1660,"CRABP2"
1661,"ANPEP"
1662,"HIST1H2BN"
1663,"GAS7"
1664,"PRKCZ"
1665,"AL138820.1"
1666,"AL136531.1"
1667,"PDE6H"
1668,"RNF149"
1669,"AC012645.3"
1670,"ZNF84"
1671,"PARL"
1672,"ZNF284"
1673,"TSPAN18"
1674,"CDYL"
1675,"ARHGAP11A"
1676,"AC068722.2"
1677,"ITGAE"
1678,"AC040162.1"
1679,"YJEFN3"
1680,"KIAA0040"
1681,"APOBR"
1682,"AP001505.1"
1683,"AP003774.3"
1684,"SLFN12"
1685,"CUX1"
1686,"BID"
1687,"CREB3L2"
1688,"SMIM3"
1689,"TMEM236"
1690,"SIRPD"
1691,"ABHD15"
1692,"AC092279.1"
1693,"Z83844.2"
1694,"AC135803.1"
1695,"LRRC49"
1696,"PLCL1"
1697,"AC008443.5"
1698,"ZNF169"
1699,"AL731571.1"
1700,"INO80B"
1701,"F8A1"
1702,"ZCCHC2"
1703,"TRIM66"
1704,"AC069213.1"
1705,"PLEKHN1"
1706,"TBX19"
1707,"PCSK5"
1708,"ZNF331"
1709,"PALLD"
1710,"OXLD1"
1711,"RTP4"
1712,"NCAPD2"
1713,"LRP12"
1714,"BTBD11"
1715,"PHLDA2"
1716,"AC008771.1"
1717,"LINC00211"
1718,"IER3-AS1"
1719,"ASGR1"
1720,"BGLAP"
1721,"PLBD1"
1722,"THSD1"
1723,"TMOD2"
1724,"AP001269.4"
1725,"AC025165.2"
1726,"AC011899.3"
1727,"F2RL1"
1728,"AC008014.1"
1729,"SENCR"
1730,"RAB33A"
1731,"MYLPF"
1732,"FAM198B"
1733,"BAG3"
1734,"AL162431.2"
1735,"MAN1C1"
1736,"TSACC"
1737,"HIST2H2AA4"
1738,"AC007773.1"
1739,"FXN"
1740,"GRIN3A"
1741,"AC011446.2"
1742,"FFAR2"
1743,"NUAK2"
1744,"MIR222HG"
1745,"GADD45G"
1746,"ADCY3"
1747,"TRAF3IP2-AS1"
1748,"PIGBOS1"
1749,"TRBV2"
1750,"KCNJ2"
1751,"UQCC3"
1752,"CLDN15"
1753,"BRPF1"
1754,"AC107959.3"
1755,"LINC00243"
1756,"JUND"
1757,"RNASE4"
1758,"MYH3"
1759,"AC104986.2"
1760,"FGL2"
1761,"CALM1"
1762,"MPEG1"
1763,"PRUNE2"
1764,"BX255925.3"
1765,"ZNF316"
1766,"ZNF485"
1767,"AIM2"
1768,"ABCA10"
1769,"RAB3IP"
1770,"AVEN"
1771,"CARS2"
1772,"GPR155"
1773,"C20orf194"
1774,"IGLC3"
1775,"AC068389.4"
1776,"THEM5"
1777,"AC005224.3"
1778,"SVIP"
1779,"PGK1"
1780,"CTTN"
1781,"ENKD1"
1782,"SERAC1"
1783,"CDAN1"
1784,"PDK4"
1785,"PEAK3"
1786,"PKM"
1787,"ZNF510"
1788,"CTRC"
1789,"DGKQ"
1790,"HPF1"
1791,"TNFSF14"
1792,"AL449266.1"
1793,"HMCN1"
1794,"NAPSA"
1795,"HMMR"
1796,"MYLK3"
1797,"TAB2"
1798,"AL136295.5"
1799,"LIMK1"
1800,"ACSBG1"
1801,"TAPT1-AS1"
1802,"MTSS1"
1803,"GCKR"
1804,"TRAFD1"
1805,"CEP19"
1806,"KCNMB3"
1807,"LRRC75A"
1808,"PGBD4"
1809,"PGAP1"
1810,"ZNF579"
1811,"BCL6"
1812,"SLC39A8"
1813,"TNFSF13B"
1814,"TMPO-AS1"
1815,"HESX1"
1816,"CX3CR1"
1817,"C17orf64"
1818,"PAQR4"
1819,"MIRLET7BHG"
1820,"AC005523.2"
1821,"USP28"
1822,"HSBP1L1"
1823,"BCORL1"
1824,"SCRIB"
1825,"PLD1"
1826,"PIP4P2"
1827,"CR1"
1828,"AMY2B"
1829,"CSNK1E"
1830,"FAM89A"
1831,"CDKN2C"
1832,"NPIPB15"
1833,"DDIAS"
1834,"RRP36"
1835,"ZNF429"
1836,"AC025682.1"
1837,"AL356417.3"
1838,"CKLF"
1839,"GK"
1840,"BX284668.5"
1841,"PET117"
1842,"KIAA1551"
1843,"UBTD1"
1844,"AP002360.1"
1845,"AGER"
1846,"AC138150.2"
1847,"OAS1"
1848,"GLT1D1"
1849,"FANCE"
1850,"CRTAP"
1851,"TREM2"
1852,"LINC01624"
1853,"ACP6"
1854,"JPT1"
1855,"ARID1A"
1856,"AC138150.1"
1857,"HTR1F"
1858,"FAM111A-DT"
1859,"SSH3"
1860,"PCNX1"
1861,"PSMD6-AS2"
1862,"GOLGA8N"
1863,"PTPN6"
1864,"TMEM150B"
1865,"AC139887.2"
1866,"HIST1H2BF"
1867,"WBP2NL"
1868,"HPGDS"
1869,"VWF"
1870,"EYS"
1871,"BX537318.1"
1872,"LIMS2"
1873,"FP671120.4"
1874,"PLEKHM3"
1875,"AL161935.3"
1876,"AC005288.1"
1877,"FRMD6"
1878,"ASGR2"
1879,"IGKV3-20"
1880,"ERICH6-AS1"
1881,"AP001462.1"
1882,"AAK1"
1883,"ATP5MGL"
1884,"C19orf33"
1885,"NEK8"
1886,"AC007038.1"
1887,"RAB27A"
1888,"BAIAP2-DT"
1889,"SURF6"
1890,"ZC3H6"
1891,"TNFSF12"
1892,"AC084024.3"
1893,"MIB1"
1894,"ZNF846"
1895,"NPIPA1"
1896,"CLCN1"
1897,"HSPB1"
1898,"CEP83-DT"
1899,"CBR4"
1900,"USP30-AS1"
1901,"AP000282.1"
1902,"ANKRD13D"
1903,"XAF1"
1904,"SOS2"
1905,"CSAD"
1906,"YEATS2"
1907,"VPS54"
1908,"ZNF283"
1909,"CCR1"
1910,"LINC00926"
1911,"INTS8"
1912,"ZMYND19"
1913,"PGP"
1914,"C19orf47"
1915,"ACVR2B"
1916,"TMEM54"
1917,"SWSAP1"
1918,"CCDC40"
1919,"PLCB1"
1920,"MPRIP"
1921,"PXYLP1"
1922,"TRAV5"
1923,"ZBTB7B"
1924,"AL136040.1"
1925,"ARMC7"
1926,"CTDSPL"
1927,"C18orf54"
1928,"SHROOM1"
1929,"LRG1"
1930,"AC010245.2"
1931,"BLM"
1932,"GK-AS1"
1933,"AC131011.1"
1934,"IFIT5"
1935,"AL355488.1"
1936,"MGP"
1937,"ZNF558"
1938,"CAPS"
1939,"SAMD4A"
1940,"JAKMIP2"
1941,"TRIM65"
1942,"AC006059.1"
1943,"SUSD3"
1944,"TPM4"
1945,"SLC22A15"
1946,"AC135178.2"
1947,"PGD"
1948,"EVI2B"
1949,"DNAAF1"
1950,"AC011445.2"
1951,"STAT1"
1952,"SNHG9"
1953,"CSNK1G3"
1954,"ZBP1"
1955,"LINC01252"
1956,"NCOA7"
1957,"MAGI3"
1958,"NMB"
1959,"LINC00294"
1960,"ORC1"
1961,"TBCE"
1962,"AMMECR1"
1963,"ZNF768"
1964,"IGSF6"
1965,"HOXA5"
1966,"PIR"
1967,"MTURN"
1968,"AL158152.2"
1969,"FSTL3"
1970,"GTPBP2"
1971,"C2orf81"
1972,"SMN2"
1973,"EDDM13"
1974,"DICER1-AS1"
1975,"SLIT1"
1976,"AC145207.2"
1977,"ATP6V1E2"
1978,"ZNF692"
1979,"INVS"
1980,"SLC16A10"
1981,"AL451085.2"
1982,"STON2"
1983,"CACNB3"
1984,"HLA-G"
1985,"HIST1H1C"
1986,"POU5F2"
1987,"VSIR"
1988,"AL160272.1"
1989,"TMEM65"
1990,"AC008267.5"
1991,"CLEC2D"
1992,"LINC00663"
1993,"KMT5C"
1994,"NOTCH1"
1995,"MSL1"
1996,"OLFM1"
1997,"AC005280.2"
1998,"CDKN2D"
1999,"GTF2IRD2"
2000,"APBB2"
