"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.16336209730489e-41,3.43561856639491,0.208,0.039,5.28985300032992e-37,"0","CCR2"
2.20263173794113e-41,2.49993400136006,0.263,0.073,5.38587512561366e-37,"0","NFE2"
6.89146401890724e-24,2.08646382264263,0.244,0.107,1.6851007819032e-19,"0","CD1D"
5.16658458959672e-131,2.05319790288547,0.743,0.379,1.26333326384819e-126,"0","TMEM176A"
3.45703381053237e-10,2.04000227285097,0.13,0.062,8.45313907351375e-06,"0","CATSPER1"
9.02427226899064e-245,2.03030957628647,1,0.757,2.20661505521359e-240,"0","S100A8"
3.36679604563633e-10,2.02173458399638,0.129,0.061,8.23248969078995e-06,"0","HOMER3"
1.88636377231141e-22,2.00620546044173,0.23,0.098,4.61253669605585e-18,"0","ALOX5AP"
1.04154169118947e-40,1.8745018817659,0.446,0.254,2.5467777432965e-36,"0","RBP7"
2.43274307010659e-31,1.8664237851851,0.391,0.238,5.94854335502462e-27,"0","FAM200B"
2.30503519188201e-180,1.84737510684207,0.896,0.384,5.63627205118989e-176,"0","S100A12"
2.20838013142409e-13,1.84108429054705,0.212,0.12,5.39993109735819e-09,"0","ZNF467"
1.67437391366667e-45,1.84107987682604,0.453,0.245,4.09417909369773e-41,"0","RNASE6"
8.36570972782014e-16,1.83808739831623,0.215,0.111,2.04558334264658e-11,"0","IFI44"
1.65127771487596e-07,1.81790461514955,0.147,0.089,0.00403770426841469,"0","LINC01506"
2.63781160391658e-18,1.81134265230487,0.272,0.157,6.44997693389683e-14,"0","MEGF9"
2.05096432831621e-06,1.80097488025319,0.12,0.07,0.050150179755988,"0","LTB4R"
2.0539456670516e-08,1.78759563718664,0.113,0.055,0.000502230794507457,"0","CRISPLD2"
3.38058577875609e-07,1.76115819949689,0.116,0.063,0.00826620834621438,"0","MT1F"
6.50857521350971e-12,1.74598792314798,0.199,0.114,1.59147681120739e-07,"0","ALDH1A1"
5.37862650752132e-48,1.73643313357664,0.495,0.288,1.31518175361911e-43,"0","KCTD12"
3.35814052750623e-28,1.72595641961721,0.395,0.254,8.21132521785824e-24,"0","ASGR1"
3.36298342885923e-05,1.71561874476486,0.124,0.082,0.822316708024658,"0","INPPL1"
4.60883461420451e-18,1.71475221263392,0.296,0.183,1.12695223986529e-13,"0","MGST1"
1.69303927970589e-05,1.70625610960045,0.11,0.067,0.413981964673685,"0","PIP4P2"
2.5732747367118e-110,1.68894032905053,0.774,0.472,6.29217138620768e-106,"0","NCF1"
1.97746446644383e-13,1.68854402737004,0.224,0.131,4.83529611334846e-09,"0","SMARCD3"
2.96200645208307e-184,1.6665663130173,0.928,0.766,7.24269817663351e-180,"0","CSTA"
5.37715602063723e-58,1.66411437005326,0.605,0.442,1.31482219016622e-53,"0","NUP214"
6.36846058969812e-08,1.66214333508708,0.162,0.1,0.00155721598339298,"0","FCGR1B"
1.74774669296027e-14,1.65098731857187,0.206,0.106,4.27359021362645e-10,"0","NRG1"
8.13285830770649e-09,1.64435952717104,0.13,0.067,0.000198864651340039,"0","ARMH1"
6.44091683743635e-63,1.62823067015632,0.601,0.371,1.57493298508994e-58,"0","CD36"
1.21629121582849e-07,1.61338923920372,0.136,0.077,0.00297407528094381,"0","LINC00937"
