"Myeloid_Cluster","Program_Monocyte_Inflammatory","Program_Macrophage_Associated","Program_Antigen_Presentation","Program_Interferon_Response","Program_Phagolysosomal","Program_Complement_Lipid_Associated","Program_Activation_Immediate_Early","Program_Proliferation"
"0",1.48183001366495,-0.000904724954132416,1.00261251589165,0.0611097730282108,1.07684886515952,-0.0437874487210156,0.21522171193162,-0.0172143216259518
"1",1.03431078708954,0.0736138505146176,1.3169173651963,-0.175998612553564,0.983187299612239,0.0407898428477418,0.352037664453561,-0.0509221597734686
"2",0.269618483971734,0.155202584543543,1.07277203173092,0.0721393843899649,1.01519651413968,0.0589912138823292,0.194216148176065,-0.0110062177510735
"3",0.499535071783901,0.141898509841126,1.27329960208971,0.312469168379532,1.09025641452777,0.0322605886872095,0.0947070207498006,0.055760938893127
"4",1.3547139720817,0.0191692081712731,1.07704305971144,0.128663899980415,1.00952738647618,-0.0456634435746811,0.121365239713621,-0.010557766422766
